customer_id,signup_date,age,gender,city,state,region,subscription_type,acquisition_channel
C00049,2025-04-18 23:58:37,44.0,Male,Delhi,Delhi,North,Basic,Paid Ads
C00050,2025-09-06 07:29:20,43.0,Female,Kolkata,West Bengal,East,Free,Paid Ads
C00051,2025-11-25 01:20:33,49.0,Male,Chennai,Tamil Nadu,South,Premium,Social Media
C00052,2025-11-25 00:12:33,47.0,Male,Hyderabad,Telangana,South,Basic,Referral
C00053,2025-07-20 17:12:15,44.0,Female,Hyderabad,Telangana,South,Basic,Referral
C00054,2025-02-22 07:48:27,43.0,Female,Bengaluru,Karnataka,South,Free,Organic
C00055,2025-02-10 11:45:45,35.0,Male,Delhi,Delhi,North,Basic,Social Media
C00056,2025-01-25 01:04:27,40.0,Male,Chennai,Tamil Nadu,South,Free,Paid Ads
C00057,2025-06-21 08:02:55,41.0,Female,Kolkata,West Bengal,East,Free,Referral
C00058,2025-09-15 17:42:58,21.0,Male,Bhubaneswar,Odisha,East,Premium,Organic
C00059,2025-03-10 03:24:55,58.0,Male,Kolkata,West Bengal,East,Free,Paid Ads
C00060,2025-01-09 11:54:02,20.0,Female,Mumbai,Maharashtra,West,Free,Referral
C00061,2025-03-26 07:49:09,60.0,Male,Mumbai,Maharashtra,West,Premium,Organic
C00062,2025-06-25 00:29:44,47.0,Other,Ahmedabad,Gujarat,West,Free,Email
C00063,2025-06-24 11:55:03,33.0,Female,Chennai,Tamil Nadu,South,Basic,Referral
C00064,2025-09-06 02:21:53,24.0,Other,Pune,Maharashtra,West,Basic,Social Media
C00065,2025-10-22 00:57:02,56.0,Male,Ahmedabad,Gujarat,West,Free,Paid Ads
C00066,2025-05-27 02:24:21,39.0,Other,Lucknow,Uttar Pradesh,North,Premium,Organic
C00067,2025-03-25 02:49:36,58.0,Male,Guwahati,Assam,East,Premium,Referral
C00068,2025-03-04 12:58:36,48.0,Male,Chennai,Tamil Nadu,South,Free,Paid Ads
C00069,2025-06-04 06:11:36,30.0,Male,Kolkata,West Bengal,East,Free,Paid Ads
C00070,2025-02-12 17:41:55,58.0,Male,Hyderabad,Telangana,South,Basic,Referral
C00071,2025-11-27 10:37:23,58.0,Male,Hyderabad,Telangana,South,Basic,Referral
C00072,2025-01-16 02:41:44,46.0,Female,Guwahati,Assam,East,Basic,Organic
C00073,2025-11-16 14:38:58,45.0,Male,Kolkata,West Bengal,East,Free,Social Media
C00074,2025-11-18 23:36:36,36.0,Male,Bengaluru,Karnataka,South,Free,Paid Ads
C00075,2025-09-14 07:46:08,40.0,Female,Lucknow,Uttar Pradesh,North,Premium,Referral
C00076,2025-09-08 08:43:33,25.0,Male,Delhi,Delhi,North,Free,Organic
C00077,2025-10-23 05:34:24,42.0,Female,Hyderabad,Telangana,South,Basic,Paid Ads
C00078,2025-07-31 06:23:37,55.0,Female,Kolkata,West Bengal,East,Premium,Referral
C00079,2025-11-30 04:10:29,55.0,Female,Pune,Maharashtra,West,Free,Social Media
C00080,2025-11-27 16:50:37,52.0,Male,Bhubaneswar,Odisha,East,Basic,Paid Ads
C00081,2025-08-30 11:23:55,43.0,Other,Bengaluru,Karnataka,South,Free,Referral
C00082,2025-08-07 02:41:37,20.0,Female,Jaipur,Rajasthan,North,Premium,Organic
C00083,2025-04-25 10:16:47,19.0,Other,Pune,Maharashtra,West,Free,Social Media
C00084,2025-08-21 16:35:51,22.0,Male,Bhubaneswar,Odisha,East,Free,Referral
C00085,2025-01-12 17:26:05,37.0,Female,Ahmedabad,Gujarat,West,Basic,Social Media
C00086,2025-06-21 10:12:30,29.0,Female,Mumbai,Maharashtra,West,Basic,Paid Ads
C00087,2025-01-12 13:12:15,55.0,Male,Delhi,Delhi,North,Free,Organic
C00088,2025-08-16 13:47:54,,Female,Delhi,Delhi,North,Free,Paid Ads
C00089,2025-02-23 12:49:47,54.0,Female,Chennai,Tamil Nadu,South,Free,Paid Ads
C00090,2025-01-18 16:15:29,55.0,Female,Ahmedabad,Gujarat,West,Free,Paid Ads
C00091,2025-04-14 19:42:27,53.0,Male,Kolkata,West Bengal,East,Basic,Organic
C00092,2025-06-28 03:18:53,46.0,Female,Jaipur,Rajasthan,North,Free,Social Media
C00093,2025-05-06 18:54:26,52.0,Male,Hyderabad,Telangana,South,Basic,Organic
C00094,2025-09-02 10:47:36,54.0,Female,Lucknow,Uttar Pradesh,North,Basic,Email
C00095,2025-09-16 04:49:21,38.0,Male,Bengaluru,Karnataka,South,Premium,Organic
C00096,2025-04-22 00:32:18,38.0,Male,Mumbai,Maharashtra,West,Basic,Email
C00097,2025-08-19 10:26:46,45.0,Male,Jaipur,Rajasthan,North,Free,Email
C00098,2025-01-13 14:25:07,,Female,Mumbai,Maharashtra,West,Free,Paid Ads
C00099,2025-10-21 14:46:29,37.0,Other,Bhubaneswar,Odisha,East,Premium,Email
C00100,2025-04-09 15:44:50,53.0,Male,Guwahati,Assam,East,Premium,Social Media
C00101,2025-02-09 05:54:40,30.0,Male,Guwahati,Assam,East,Free,Organic
C00102,2025-08-16 10:18:07,57.0,Male,Lucknow,Uttar Pradesh,North,Premium,Email
C00103,2025-07-09 10:49:51,28.0,Female,Ahmedabad,Gujarat,West,Premium,Organic
C00104,2025-04-19 10:58:18,41.0,Male,Mumbai,Maharashtra,West,Premium,Organic
C00105,2025-03-24 21:18:13,36.0,Male,Bengaluru,Karnataka,South,Basic,Referral
C00106,2025-09-07 04:44:19,,Female,Pune,Maharashtra,West,Premium,Organic
C00107,2025-10-29 08:11:02,48.0,Male,Pune,Maharashtra,West,Premium,Organic
C00108,2025-06-21 11:21:34,54.0,Male,Jaipur,Rajasthan,North,Free,Email
C00109,2025-03-16 05:22:33,54.0,Male,Bhubaneswar,Odisha,East,Premium,Email
C00110,2025-08-23 07:02:20,20.0,Female,Bhubaneswar,Odisha,East,Free,Social Media
C00111,2025-02-28 19:37:02,51.0,Female,Ahmedabad,Gujarat,West,Free,Paid Ads
C00112,2025-06-29 05:57:48,46.0,Female,Guwahati,Assam,East,Basic,Email
C00113,2025-04-06 14:53:56,20.0,Male,Hyderabad,Telangana,South,Basic,Organic
C00114,2025-11-02 10:32:21,32.0,Female,Chennai,Tamil Nadu,South,Premium,Email
C00115,2025-02-16 10:47:01,24.0,Male,Lucknow,Uttar Pradesh,North,Free,Paid Ads
C00116,2025-01-03 05:18:53,20.0,Female,Hyderabad,Telangana,South,Free,Social Media
C00117,2025-02-12 16:34:32,60.0,Female,Hyderabad,Telangana,South,Free,Referral
C00118,2025-05-12 02:39:55,33.0,Female,Guwahati,Assam,East,Free,Email
C00119,2025-01-16 22:19:13,51.0,Male,Bengaluru,Karnataka,South,Basic,Social Media
C00120,2025-10-03 10:50:51,37.0,Female,Jaipur,Rajasthan,North,Free,Email
C00121,2025-04-01 21:52:21,56.0,Female,Chennai,Tamil Nadu,South,Free,Referral
C00122,2025-04-26 17:08:24,50.0,Male,Bengaluru,Karnataka,South,Free,Social Media
C00123,2025-01-01 18:42:03,31.0,Female,Ahmedabad,Gujarat,West,Basic,Social Media
C00124,2025-03-13 00:16:19,59.0,Female,Guwahati,Assam,East,Free,Organic
C00125,2025-10-11 22:30:52,52.0,Female,Guwahati,Assam,East,Basic,Referral
C00126,2025-04-19 20:31:39,28.0,Female,Pune,Maharashtra,West,Free,Organic
C00127,2025-09-22 03:37:00,37.0,Male,Chennai,Tamil Nadu,South,Free,Social Media
C00128,2025-10-03 11:38:02,47.0,Female,Chennai,Tamil Nadu,South,Premium,Organic
C00129,2025-05-22 02:00:48,45.0,Female,Bhubaneswar,Odisha,East,Free,Email
C00130,2025-05-26 04:45:56,32.0,Male,Jaipur,Rajasthan,North,Basic,Paid Ads
C00131,2025-07-05 00:28:35,55.0,Male,Mumbai,Maharashtra,West,Basic,Organic
C00132,2025-01-21 20:28:28,30.0,Male,Bhubaneswar,Odisha,East,Basic,Email
C00133,2025-08-10 08:12:44,52.0,Male,Guwahati,Assam,East,Basic,Organic
C00134,2025-11-15 17:29:48,41.0,Female,Pune,Maharashtra,West,Basic,Paid Ads
C00135,2025-09-24 00:43:21,18.0,Male,Bengaluru,Karnataka,South,Basic,Social Media
C00136,2025-09-02 19:18:38,59.0,Male,Ahmedabad,Gujarat,West,Free,Paid Ads
C00137,2025-07-31 13:12:46,41.0,Male,Delhi,Delhi,North,Free,Paid Ads
C00138,2025-11-13 21:11:45,44.0,Female,Lucknow,Uttar Pradesh,North,Premium,Referral
C00139,2025-03-03 07:38:41,35.0,Male,Pune,Maharashtra,West,Premium,Email
C00140,2025-05-23 05:34:14,43.0,Male,Bengaluru,Karnataka,South,Free,Organic
C00141,2025-11-27 09:37:46,46.0,Male,Hyderabad,Telangana,South,Free,Organic
C00142,2025-04-11 20:35:24,25.0,Female,Pune,Maharashtra,West,Free,Paid Ads
C00143,2025-02-13 06:12:58,43.0,Male,Ahmedabad,Gujarat,West,Basic,Paid Ads
C00144,2025-05-21 07:24:30,22.0,Female,Mumbai,Maharashtra,West,Free,Paid Ads
C00145,2025-09-12 13:04:53,50.0,Male,Mumbai,Maharashtra,West,Basic,Organic
C00146,2025-02-16 15:03:38,57.0,Male,Kolkata,West Bengal,East,Premium,Referral
C00147,2025-01-14 17:38:57,22.0,Male,Delhi,Delhi,North,Premium,Email
C00148,2025-11-21 20:07:11,53.0,Male,Pune,Maharashtra,West,Free,Organic
C00149,2025-06-05 07:29:45,30.0,Male,Guwahati,Assam,East,Premium,Organic
C00150,2025-03-30 03:03:39,34.0,Male,Pune,Maharashtra,West,Basic,Referral
C00151,2025-10-06 08:38:32,30.0,Male,Bengaluru,Karnataka,South,Free,Organic
C00152,2025-04-06 11:51:22,42.0,Female,Guwahati,Assam,East,Free,Referral
C00153,2025-06-13 08:12:36,19.0,Male,Kolkata,West Bengal,East,Basic,Paid Ads
C00154,2025-03-27 22:58:52,41.0,Female,Pune,Maharashtra,West,Premium,Paid Ads
C00155,2025-06-20 13:38:45,53.0,Female,Chennai,Tamil Nadu,South,Free,Paid Ads
C00156,2025-11-01 18:32:37,42.0,Female,Pune,Maharashtra,West,Free,Paid Ads
C00157,2025-05-11 12:51:54,51.0,Male,Lucknow,Uttar Pradesh,North,Free,Social Media
C00158,2025-10-04 15:34:10,29.0,Female,Hyderabad,Telangana,South,Premium,Email
C00159,2025-10-13 03:18:18,36.0,Male,Kolkata,West Bengal,East,Premium,Referral
C00160,2025-05-17 03:25:30,59.0,Male,Lucknow,Uttar Pradesh,North,Free,Referral
C00161,2025-08-17 20:59:53,47.0,Male,Ahmedabad,Gujarat,West,Free,Organic
C00162,2025-09-05 11:08:06,54.0,Female,Jaipur,Rajasthan,North,Premium,Referral
C00163,2025-04-21 05:46:54,60.0,Male,Delhi,Delhi,North,Basic,Referral
C00164,2025-09-25 21:25:00,18.0,Female,Jaipur,Rajasthan,North,Premium,Organic
C00165,2025-02-21 17:15:02,20.0,Male,Kolkata,West Bengal,East,Premium,Organic
C00166,2025-01-31 08:40:07,43.0,Female,Bengaluru,Karnataka,South,Free,Organic
C00167,2025-09-25 01:16:20,32.0,Female,Ahmedabad,Gujarat,West,Basic,Organic
C00168,2025-07-10 20:44:17,45.0,Female,Bhubaneswar,Odisha,East,Free,Referral
C00169,2025-02-16 04:22:39,21.0,Female,Guwahati,Assam,East,Basic,Email
C00170,2025-05-09 00:50:06,36.0,Female,Lucknow,Uttar Pradesh,North,Basic,Social Media
C00171,2025-06-30 20:47:40,41.0,Female,Lucknow,Uttar Pradesh,North,Premium,Paid Ads
C00172,2025-10-19 15:57:28,57.0,Male,Kolkata,West Bengal,East,Premium,Paid Ads
C00173,2025-03-14 08:50:54,23.0,Male,Jaipur,Rajasthan,North,Free,Paid Ads
C00174,2025-11-15 20:23:01,33.0,Female,Bhubaneswar,Odisha,East,Free,Referral
C00175,2025-01-13 04:45:27,49.0,Male,Lucknow,Uttar Pradesh,North,Free,Paid Ads
C00176,2025-08-30 18:04:39,47.0,Female,Kolkata,West Bengal,East,Premium,Organic
C00177,2025-09-18 13:26:05,52.0,Male,Jaipur,Rajasthan,North,Basic,Referral
C00178,2025-03-24 21:01:56,25.0,Female,Pune,Maharashtra,West,Premium,Paid Ads
C00179,2025-09-01 22:30:40,22.0,Male,Hyderabad,Telangana,South,Basic,Organic
C00180,2025-04-27 17:39:33,54.0,Male,Kolkata,West Bengal,East,Free,Organic
C00181,2025-11-29 16:34:46,29.0,Male,Ahmedabad,Gujarat,West,Free,Organic
C00182,2025-08-05 16:47:36,42.0,Female,Bhubaneswar,Odisha,East,Free,Paid Ads
C00183,2025-08-13 11:31:59,50.0,Male,Bengaluru,Karnataka,South,Basic,Paid Ads
C00184,2025-05-21 14:46:41,56.0,Female,Hyderabad,Telangana,South,Premium,Organic
C00185,2025-07-15 15:34:51,41.0,Female,Pune,Maharashtra,West,Free,Organic
C00186,2025-11-21 04:25:48,28.0,Female,Lucknow,Uttar Pradesh,North,Premium,Organic
C00187,2025-11-10 16:00:49,59.0,Male,Hyderabad,Telangana,South,Free,Email
C00188,2025-01-08 17:35:37,52.0,Male,Lucknow,Uttar Pradesh,North,Free,Paid Ads
C00189,2025-04-04 13:54:08,57.0,Male,Delhi,Delhi,North,Basic,Organic
C00190,2025-04-02 12:36:01,18.0,Male,Pune,Maharashtra,West,Free,Referral
C00191,2025-03-22 04:50:26,25.0,Female,Bhubaneswar,Odisha,East,Premium,Organic
C00192,2025-08-08 09:20:33,40.0,Female,Chennai,Tamil Nadu,South,Free,Referral
C00193,2025-04-08 06:01:30,37.0,Male,Chennai,Tamil Nadu,South,Free,Organic
C00194,2025-07-15 12:14:59,49.0,Female,Delhi,Delhi,North,Premium,Email
C00195,2025-01-15 17:07:14,28.0,Female,Ahmedabad,Gujarat,West,Premium,Email
C00196,2025-09-27 00:26:16,24.0,Female,Pune,Maharashtra,West,Basic,Referral
C00197,2025-11-27 03:18:33,47.0,Female,Delhi,Delhi,North,Free,Referral
C00198,2025-03-31 02:14:51,56.0,Female,Hyderabad,Telangana,South,Free,Paid Ads
C00199,2025-04-27 13:48:17,30.0,Male,Bengaluru,Karnataka,South,Free,Email
C00200,2025-04-19 15:17:58,59.0,Female,Bengaluru,Karnataka,South,Free,Paid Ads
C00201,2025-03-22 08:14:38,20.0,Female,Jaipur,Rajasthan,North,Premium,Organic
C00202,2025-09-17 14:49:30,24.0,Female,Bhubaneswar,Odisha,East,Free,Organic
C00203,2025-04-28 22:53:06,60.0,Male,Guwahati,Assam,East,Free,Organic
C00204,2025-04-12 08:10:17,30.0,Male,Hyderabad,Telangana,South,Basic,Referral
C00205,2025-11-18 11:06:31,54.0,Male,Jaipur,Rajasthan,North,Premium,Organic
C00206,2025-05-11 03:14:59,42.0,Male,Kolkata,West Bengal,East,Free,Referral
C00207,2025-05-17 11:50:05,40.0,Female,Bhubaneswar,Odisha,East,Free,Paid Ads
C00208,2025-04-05 22:44:51,50.0,Female,Lucknow,Uttar Pradesh,North,Free,Email
C00209,2025-04-04 03:03:20,22.0,Male,Kolkata,West Bengal,East,Free,Referral
C00210,2025-10-07 14:12:58,49.0,Male,Kolkata,West Bengal,East,Free,Referral
C00211,2025-08-09 01:44:34,47.0,Female,Delhi,Delhi,North,Basic,Referral
C00212,2025-10-11 20:27:02,48.0,Male,Jaipur,Rajasthan,North,Free,Email
C00213,2025-01-23 20:52:32,30.0,Male,Jaipur,Rajasthan,North,Free,Organic
C00214,2025-06-11 11:38:46,59.0,Female,Guwahati,Assam,East,Free,Organic
C00215,2025-11-07 21:43:06,22.0,Male,Delhi,Delhi,North,Premium,Referral
C00216,2025-07-16 06:43:29,40.0,Male,Kolkata,West Bengal,East,Basic,Social Media
C00217,2025-04-16 17:18:51,18.0,Male,Pune,Maharashtra,West,Premium,Paid Ads
C00218,2025-04-22 14:19:25,27.0,Female,Lucknow,Uttar Pradesh,North,Free,Paid Ads
C00219,2025-05-05 14:09:49,44.0,Female,Lucknow,Uttar Pradesh,North,Basic,Organic
C00220,2025-06-21 06:05:18,25.0,Male,Bengaluru,Karnataka,South,Free,Organic
C00221,2025-11-20 06:14:52,20.0,Male,Jaipur,Rajasthan,North,Free,Email
C00222,2025-07-05 13:09:28,36.0,Female,Delhi,Delhi,North,Basic,Organic
C00223,2025-04-01 18:48:21,19.0,Female,Bhubaneswar,Odisha,East,Basic,Referral
C00224,2025-06-09 21:12:02,48.0,Female,Ahmedabad,Gujarat,West,Premium,Social Media
C00225,2025-10-25 11:17:36,27.0,Female,Mumbai,Maharashtra,West,Basic,Organic
C00226,2025-04-27 14:52:43,33.0,Female,Mumbai,Maharashtra,West,Free,Organic
C00227,2025-11-13 01:26:35,54.0,Female,Bengaluru,Karnataka,South,Free,Paid Ads
C00228,2025-09-30 18:30:22,37.0,Female,Ahmedabad,Gujarat,West,Free,Referral
C00229,2025-07-09 08:27:15,20.0,Female,Bengaluru,Karnataka,South,Free,Organic
C00230,2025-06-25 09:36:51,52.0,Female,Lucknow,Uttar Pradesh,North,Basic,Organic
C00231,2025-09-03 08:17:51,51.0,Male,Chennai,Tamil Nadu,South,Basic,Organic
C00232,2025-01-25 03:49:16,,Female,Ahmedabad,Gujarat,West,Premium,Organic
C00233,2025-07-03 14:00:55,53.0,Female,Jaipur,Rajasthan,North,Basic,Organic
C00234,2025-05-17 01:26:33,49.0,Female,Ahmedabad,Gujarat,West,Basic,Paid Ads
C00235,2025-02-26 19:51:21,35.0,Male,Guwahati,Assam,East,Free,Organic
C00236,2025-01-02 07:11:59,51.0,Female,Delhi,Delhi,North,Free,Referral
C00237,2025-10-11 22:18:05,55.0,Female,Ahmedabad,Gujarat,West,Premium,Organic
C00238,2025-11-21 17:49:16,20.0,Male,Kolkata,West Bengal,East,Premium,Referral
C00239,2025-05-19 20:54:33,20.0,Female,Jaipur,Rajasthan,North,Free,Referral
C00240,2025-10-27 01:10:23,44.0,Female,Bhubaneswar,Odisha,East,Basic,Email
C00241,2025-07-03 00:41:10,19.0,Male,Bengaluru,Karnataka,South,Basic,Organic
C00242,2025-11-17 20:12:38,20.0,Male,Chennai,Tamil Nadu,South,Premium,Organic
C00243,2025-11-20 14:45:47,34.0,Female,Hyderabad,Telangana,South,Free,Social Media
C00244,2025-10-03 21:50:09,56.0,Female,Mumbai,Maharashtra,West,Basic,Social Media
C00245,2025-07-04 18:10:48,55.0,Male,Kolkata,West Bengal,East,Free,Organic
C00246,2025-11-28 22:11:01,57.0,Male,Bengaluru,Karnataka,South,Basic,Organic
C00247,2025-03-26 19:01:05,36.0,Male,Pune,Maharashtra,West,Free,Social Media
C00248,2025-11-21 20:40:48,36.0,Male,Chennai,Tamil Nadu,South,Free,Organic
C00249,2025-08-19 23:59:06,22.0,Male,Hyderabad,Telangana,South,Basic,Social Media
C00250,2025-07-27 01:41:20,22.0,Female,Hyderabad,Telangana,South,Free,Email
C00251,2025-05-31 05:00:19,31.0,Female,Mumbai,Maharashtra,West,Basic,Organic
C00252,2025-05-04 04:58:11,44.0,Female,Ahmedabad,Gujarat,West,Basic,Social Media
C00253,2025-08-12 17:36:45,53.0,Male,Chennai,Tamil Nadu,South,Premium,Paid Ads
C00254,2025-10-09 06:15:36,57.0,Female,Ahmedabad,Gujarat,West,Free,Social Media
C00255,2025-11-11 00:37:00,52.0,Male,Bhubaneswar,Odisha,East,Free,Paid Ads
C00256,2025-08-21 05:31:39,38.0,Female,Lucknow,Uttar Pradesh,North,Free,Organic
C00257,2025-03-20 01:49:15,22.0,Female,Chennai,Tamil Nadu,South,Free,Referral
C00258,2025-11-09 14:59:59,41.0,Female,Jaipur,Rajasthan,North,Basic,Organic
C00259,2025-09-07 16:37:52,56.0,Male,Lucknow,Uttar Pradesh,North,Free,Email
C00260,2025-04-19 04:11:46,41.0,Female,Guwahati,Assam,East,Free,Paid Ads
C00261,2025-08-14 16:22:10,57.0,Female,Jaipur,Rajasthan,North,Free,Organic
C00262,2025-09-03 07:53:43,60.0,Female,Bengaluru,Karnataka,South,Free,Organic
C00263,2025-01-18 16:21:05,30.0,Female,Guwahati,Assam,East,Premium,Social Media
C00264,2025-04-15 04:10:34,55.0,Female,Jaipur,Rajasthan,North,Premium,Paid Ads
C00265,2025-04-22 13:56:03,18.0,Male,Hyderabad,Telangana,South,Basic,Social Media
C00266,2025-07-08 06:16:25,60.0,Female,Lucknow,Uttar Pradesh,North,Free,Organic
C00267,2025-10-13 13:36:36,56.0,Male,Lucknow,Uttar Pradesh,North,Premium,Paid Ads
C00268,2025-05-15 12:07:39,27.0,Male,Lucknow,Uttar Pradesh,North,Premium,Social Media
C00269,2025-08-06 11:38:24,19.0,Male,Ahmedabad,Gujarat,West,Premium,Organic
C00270,2025-01-22 09:13:54,33.0,Female,Mumbai,Maharashtra,West,Basic,Paid Ads
C00271,2025-07-16 08:49:20,,Male,Bengaluru,Karnataka,South,Free,Email
C00272,2025-11-07 14:07:27,33.0,Female,Bengaluru,Karnataka,South,Free,Referral
C00273,2025-10-25 12:48:34,40.0,Female,Chennai,Tamil Nadu,South,Premium,Referral
C00274,2025-09-03 22:46:37,43.0,Female,Bengaluru,Karnataka,South,Premium,Social Media
C00275,2025-07-05 11:38:24,33.0,Female,Delhi,Delhi,North,Free,Paid Ads
C00276,2025-06-14 22:09:57,44.0,Female,Pune,Maharashtra,West,Free,Social Media
C00277,2025-10-27 02:42:23,58.0,Male,Bengaluru,Karnataka,South,Basic,Referral
C00278,2025-07-19 00:24:52,47.0,Male,Lucknow,Uttar Pradesh,North,Basic,Referral
C00279,2025-02-13 22:13:15,,Female,Delhi,Delhi,North,Basic,Organic
C00280,2025-09-14 18:41:27,49.0,Female,Bengaluru,Karnataka,South,Basic,Email
C00281,2025-06-24 00:49:01,26.0,Male,Bengaluru,Karnataka,South,Free,Social Media
C00282,2025-08-28 03:41:21,28.0,Female,Ahmedabad,Gujarat,West,Free,Organic
C00283,2025-06-08 07:00:23,54.0,Female,Ahmedabad,Gujarat,West,Basic,Referral
C00284,2025-02-20 21:13:56,23.0,Female,Guwahati,Assam,East,Basic,Paid Ads
C00285,2025-01-05 00:13:35,47.0,Female,Lucknow,Uttar Pradesh,North,Free,Referral
C00286,2025-03-12 10:42:15,57.0,Female,Bhubaneswar,Odisha,East,Free,Email
C00287,2025-08-09 06:58:35,32.0,Male,Ahmedabad,Gujarat,West,Basic,Organic
C00288,2025-01-05 08:20:31,47.0,Male,Lucknow,Uttar Pradesh,North,Free,Email
C00289,2025-09-14 03:08:35,35.0,Female,Ahmedabad,Gujarat,West,Basic,Organic
C00290,2025-09-19 08:10:54,29.0,Male,Lucknow,Uttar Pradesh,North,Basic,Paid Ads
C00291,2025-06-05 05:15:47,,Male,Bhubaneswar,Odisha,East,Basic,Paid Ads
C00292,2025-03-20 08:24:57,33.0,Female,Kolkata,West Bengal,East,Basic,Organic
C00293,2025-09-29 21:51:58,40.0,Male,Bengaluru,Karnataka,South,Free,Referral
C00294,2025-01-20 21:21:18,28.0,Male,Ahmedabad,Gujarat,West,Basic,Social Media
C00295,2025-10-03 20:43:15,41.0,Male,Guwahati,Assam,East,Free,Organic
C00296,2025-01-22 22:46:55,39.0,Male,Lucknow,Uttar Pradesh,North,Premium,Organic
C00297,2025-06-02 07:50:21,56.0,Male,Bengaluru,Karnataka,South,Premium,Referral
