order_id,delivery_date,promised_date,delivery_days,delivery_status,cancellation_flag,return_flag,return_reason
O000125,2025-02-20 12:44:47,2025-02-20 12:44:47,3.0,On Time,0,0,
O000126,2025-11-16 15:28:28,2025-11-16 15:28:28,3.0,On Time,0,0,
O000127,2025-07-18 16:47:29,2025-07-17 16:47:29,5.0,Late,0,0,
O000128,2025-05-20 05:48:55,2025-05-21 05:48:55,1.0,On Time,0,0,
O000129,2025-10-28 10:00:24,2025-10-28 10:00:24,3.0,On Time,0,0,
O000130,2025-09-16 01:12:41,2025-09-16 01:12:41,2.0,On Time,0,0,
O000131,2025-12-06 01:57:54,2025-12-05 01:57:54,4.0,Late,0,0,
O000132,2025-01-07 09:52:15,2025-01-07 09:52:15,3.0,On Time,0,0,
O000133,2025-02-12 07:53:29,2025-02-12 07:53:29,6.0,On Time,0,0,
O000134,2025-06-15 09:39:35,2025-06-15 09:39:35,2.0,On Time,0,0,
O000135,2025-04-16 06:26:15,2025-04-16 06:26:15,3.0,On Time,0,0,
O000136,2025-04-07 12:58:50,2025-04-07 12:58:50,6.0,On Time,0,0,
O000137,2025-08-27 02:27:16,2025-08-28 02:27:16,4.0,On Time,0,0,
O000138,2025-01-11 20:44:07,2025-01-12 20:44:07,1.0,On Time,0,0,
O000139,2025-02-12 10:08:35,2025-02-12 10:08:35,3.0,On Time,0,0,
O000140,2025-11-04 03:25:56,2025-11-03 03:25:56,4.0,Late,0,0,
O000141,2025-04-25 17:08:09,2025-04-25 17:08:09,4.0,On Time,0,0,
O000142,2025-10-21 10:03:31,2025-10-22 10:03:31,4.0,On Time,0,0,
O000143,2025-06-01 15:01:57,2025-06-01 15:01:57,6.0,On Time,0,1,Changed Mind
O000144,2025-03-16 05:46:05,2025-03-17 05:46:05,5.0,On Time,0,0,
O000145,2025-06-12 14:15:16,2025-06-12 14:15:16,2.0,On Time,0,0,
O000146,2025-10-18 22:57:14,2025-10-18 22:57:14,6.0,Late,0,1,Wrong Item
O000147,2025-08-19 21:33:25,2025-08-19 21:33:25,3.0,On Time,0,0,
O000148,2025-04-20 17:07:58,2025-04-20 17:07:58,4.0,On Time,0,0,
O000149,2025-02-06 06:05:13,2025-02-07 06:05:13,3.0,On Time,0,0,
O000150,2025-09-18 20:20:54,2025-09-19 20:20:54,1.0,On Time,0,0,
O000151,2025-01-26 04:04:55,2025-01-26 04:04:55,3.0,On Time,0,0,
O000152,2025-12-18 07:51:13,2025-12-18 07:51:13,4.0,On Time,0,0,
O000153,2025-01-23 07:26:28,2025-01-24 07:26:28,2.0,On Time,0,1,Damaged
O000154,,,,Cancelled,1,0,
O000155,2025-11-13 13:23:24,2025-11-13 13:23:24,5.0,On Time,0,0,
O000156,2025-06-14 07:30:21,2025-06-15 07:30:21,4.0,On Time,0,0,
O000157,2025-01-30 06:38:17,2025-01-30 06:38:17,3.0,On Time,0,0,
O000158,2025-03-29 18:49:30,2025-03-29 18:49:30,4.0,On Time,0,0,
O000159,2025-12-13 13:23:21,2025-12-13 13:23:21,4.0,On Time,0,0,
O000160,2025-12-08 10:29:42,2025-12-08 10:29:42,3.0,On Time,0,0,
O000161,2025-05-23 09:02:02,2025-05-23 09:02:02,3.0,On Time,0,0,
O000162,2025-12-31 11:04:35,2026-01-01 11:04:35,3.0,On Time,0,0,
O000163,2025-07-04 22:59:24,2025-07-04 22:59:24,3.0,On Time,0,0,
O000164,2025-03-05 09:27:58,2025-03-05 09:27:58,4.0,On Time,0,0,
O000165,2025-11-05 02:41:21,2025-11-06 02:41:21,4.0,On Time,0,0,
O000166,2025-09-17 17:40:56,2025-09-17 17:40:56,5.0,On Time,0,0,
O000167,2025-04-19 21:03:29,2025-04-19 21:03:29,4.0,On Time,0,0,
O000168,2025-05-04 11:43:09,2025-05-04 11:43:09,4.0,On Time,0,0,
O000169,2025-04-22 05:51:20,2025-04-23 05:51:20,3.0,On Time,0,0,
O000170,2025-08-02 09:46:00,2025-08-02 09:46:00,2.0,On Time,0,0,
O000171,,,,Cancelled,1,0,
O000172,2025-09-20 14:50:57,2025-09-20 14:50:57,3.0,On Time,0,0,
O000173,2025-08-03 07:05:53,2025-08-04 07:05:53,1.0,On Time,0,0,
O000174,2025-08-29 05:13:13,2025-08-30 05:13:13,4.0,On Time,0,0,
O000175,2025-04-01 05:44:54,2025-04-02 05:44:54,4.0,On Time,0,1,Wrong Item
O000176,2025-06-15 05:21:05,2025-06-16 05:21:05,2.0,On Time,0,0,
O000177,,,,Cancelled,1,0,
O000178,2025-07-20 13:45:36,2025-07-20 13:45:36,3.0,On Time,0,1,Wrong Item
O000179,2025-03-28 08:29:49,2025-03-29 08:29:49,4.0,On Time,0,0,
O000180,2025-03-27 06:15:19,2025-03-26 06:15:19,3.0,Late,0,0,
O000181,2025-02-06 13:16:12,2025-02-06 13:16:12,5.0,On Time,0,0,
O000182,2025-09-01 19:15:04,2025-09-01 19:15:04,3.0,On Time,0,0,
O000183,2025-03-29 18:53:50,2025-03-29 18:53:50,5.0,On Time,0,0,
O000184,2025-12-23 21:49:19,2025-12-23 21:49:19,2.0,On Time,0,0,
O000185,2025-01-04 16:56:15,2025-01-05 16:56:15,2.0,On Time,0,0,
O000186,2025-03-12 02:20:38,2025-03-11 02:20:38,3.0,Late,0,0,
O000187,2025-09-30 17:04:35,2025-10-01 17:04:35,4.0,On Time,0,0,
O000188,2025-01-22 02:02:52,2025-01-22 02:02:52,3.0,On Time,0,1,Wrong Item
O000189,,,,Cancelled,1,0,
O000190,2025-08-06 06:04:50,2025-08-06 06:04:50,5.0,On Time,0,0,
O000191,2025-12-27 05:29:20,2025-12-27 05:29:20,2.0,On Time,0,0,
O000192,2025-05-22 10:06:49,2025-05-22 10:06:49,2.0,On Time,0,0,
O000193,2025-05-31 19:26:21,2025-05-31 19:26:21,3.0,Late,0,0,
O000194,2025-06-17 08:37:57,2025-06-18 08:37:57,3.0,On Time,0,0,
O000195,2025-05-19 02:31:22,2025-05-20 02:31:22,1.0,On Time,0,0,
O000196,2025-08-16 02:58:32,2025-08-17 02:58:32,3.0,On Time,0,0,
O000197,2025-10-26 09:10:59,2025-10-26 09:10:59,3.0,On Time,0,0,
O000198,2025-04-30 07:58:36,2025-05-01 07:58:36,1.0,On Time,0,0,
O000199,2025-08-23 17:59:13,2025-08-23 17:59:13,3.0,On Time,0,0,
O000200,2025-08-31 13:24:04,2025-08-31 13:24:04,3.0,On Time,0,0,
O000201,2025-08-09 08:33:17,2025-08-09 08:33:17,3.0,On Time,0,0,
O000202,2025-01-22 15:56:17,2025-01-22 15:56:17,2.0,On Time,0,0,
O000203,2025-12-26 16:51:33,2025-12-26 16:51:33,5.0,On Time,0,0,
O000204,2025-08-05 15:52:32,2025-08-05 15:52:32,4.0,On Time,0,0,
O000205,2025-10-03 17:37:01,2025-10-03 17:37:01,6.0,On Time,0,0,
O000206,2025-09-19 02:35:30,2025-09-19 02:35:30,4.0,On Time,0,0,
O000207,,,,Cancelled,1,0,
O000208,2025-04-02 15:20:19,2025-04-02 15:20:19,4.0,On Time,0,1,Quality
O000209,2025-03-24 13:59:50,2025-03-25 13:59:50,1.0,On Time,0,0,
O000210,2025-07-17 00:08:57,2025-07-18 00:08:57,5.0,On Time,0,0,
O000211,2025-07-24 09:48:04,2025-07-24 09:48:04,5.0,On Time,0,0,
O000212,2025-02-17 21:27:32,2025-02-18 21:27:32,4.0,On Time,0,1,Damaged
O000213,2025-02-15 00:15:01,2025-02-15 00:15:01,2.0,On Time,0,0,
O000214,2025-04-27 14:32:11,2025-04-27 14:32:11,2.0,On Time,0,0,
O000215,2025-05-15 05:18:49,2025-05-15 05:18:49,2.0,On Time,0,0,
O000216,2025-07-16 03:24:03,2025-07-16 03:24:03,5.0,On Time,0,1,Quality
O000217,2025-03-23 05:31:15,2025-03-23 05:31:15,3.0,On Time,0,0,
O000218,2025-06-30 21:22:53,2025-07-01 21:22:53,3.0,On Time,0,0,
O000219,2025-07-29 17:47:00,2025-07-29 17:47:00,6.0,On Time,0,0,
O000220,2025-02-03 15:07:34,2025-02-04 15:07:34,1.0,On Time,0,0,
O000221,2025-03-12 15:50:02,2025-03-12 15:50:02,3.0,On Time,0,0,
O000222,2025-05-27 16:56:02,2025-05-28 16:56:02,1.0,On Time,0,0,
O000223,2025-06-02 06:28:29,2025-06-02 06:28:29,4.0,On Time,0,0,
O000224,2025-07-23 22:57:43,2025-07-23 22:57:43,3.0,On Time,0,0,
O000225,2025-11-03 12:50:32,2025-11-03 12:50:32,3.0,On Time,0,0,
O000226,2025-01-14 16:24:48,2025-01-14 16:24:48,3.0,On Time,0,1,Damaged
O000227,2025-12-13 20:49:50,2025-12-13 20:49:50,2.0,On Time,0,0,
O000228,2025-12-31 09:34:30,2025-12-31 09:34:30,2.0,On Time,0,0,
O000229,2025-08-17 03:34:26,2025-08-18 03:34:26,3.0,On Time,0,0,
O000230,2025-05-06 11:54:14,2025-05-06 11:54:14,4.0,On Time,0,0,
O000231,2025-04-28 12:38:33,2025-04-28 12:38:33,4.0,Late,0,0,
O000232,2025-11-08 04:17:09,2025-11-08 04:17:09,3.0,On Time,0,0,
O000233,2025-04-09 14:58:19,2025-04-10 14:58:19,2.0,On Time,0,0,
O000234,2025-06-27 01:17:44,2025-06-27 01:17:44,3.0,On Time,0,0,
O000235,2025-05-20 01:29:08,2025-05-20 01:29:08,5.0,On Time,0,0,
O000236,2025-04-21 04:19:07,2025-04-21 04:19:07,4.0,On Time,0,0,
O000237,2025-01-12 01:54:35,2025-01-12 01:54:35,3.0,On Time,0,0,
O000238,2025-12-29 15:39:15,2025-12-28 15:39:15,3.0,Late,0,0,
O000239,2025-04-16 19:13:04,2025-04-17 19:13:04,1.0,On Time,0,0,
O000240,2025-03-22 12:59:42,2025-03-22 12:59:42,2.0,On Time,0,0,
O000241,2025-11-14 10:59:42,2025-11-13 10:59:42,6.0,Late,0,0,
O000242,2025-03-30 06:57:54,2025-03-31 06:57:54,5.0,On Time,0,0,
O000243,2025-11-27 13:54:24,2025-11-28 13:54:24,3.0,On Time,0,0,
O000244,2025-09-12 00:41:57,2025-09-12 00:41:57,4.0,On Time,0,0,
O000245,2025-10-22 20:31:29,2025-10-22 20:31:29,2.0,On Time,0,0,
O000246,2025-04-15 11:47:45,2025-04-15 11:47:45,4.0,On Time,0,0,
O000247,2025-07-28 03:40:30,2025-07-28 03:40:30,2.0,On Time,0,0,
O000248,2025-01-25 11:40:35,2025-01-25 11:40:35,4.0,On Time,0,0,
O000249,2025-03-26 14:09:46,2025-03-26 14:09:46,3.0,On Time,0,0,
O000250,2025-01-08 06:09:32,2025-01-07 06:09:32,6.0,Late,0,0,
O000251,2025-05-25 04:07:49,2025-05-25 04:07:49,3.0,On Time,0,0,
O000252,2025-04-26 00:03:46,2025-04-26 00:03:46,5.0,Late,0,0,
O000253,,,,Cancelled,1,0,
O000254,2025-10-10 09:52:59,2025-10-10 09:52:59,2.0,On Time,0,0,
O000255,2025-03-21 10:27:49,2025-03-21 10:27:49,4.0,On Time,0,0,
O000256,2025-01-26 05:14:37,2025-01-26 05:14:37,4.0,On Time,0,0,
O000257,2025-04-10 01:44:25,2025-04-11 01:44:25,1.0,On Time,0,0,
O000258,2025-10-24 08:54:39,2025-10-24 08:54:39,3.0,On Time,0,0,
O000259,2025-03-06 02:41:34,2025-03-07 02:41:34,4.0,On Time,0,0,
O000260,2025-08-03 08:53:54,2025-08-03 08:53:54,3.0,Late,0,0,
O000261,2025-04-13 10:15:18,2025-04-13 10:15:18,4.0,Late,0,0,
O000262,2025-11-29 06:20:57,2025-11-30 06:20:57,1.0,On Time,0,0,
O000263,2025-07-22 07:15:55,2025-07-22 07:15:55,5.0,On Time,0,0,
O000264,2025-11-21 09:04:05,2025-11-21 09:04:05,5.0,On Time,0,0,
O000265,2025-06-03 19:18:42,2025-06-03 19:18:42,4.0,On Time,0,0,
O000266,2025-04-24 19:24:59,2025-04-25 19:24:59,1.0,On Time,0,0,
O000267,2025-03-04 07:52:00,2025-03-04 07:52:00,4.0,On Time,0,1,Damaged
O000268,2025-04-08 10:15:53,2025-04-08 10:15:53,2.0,On Time,0,0,
O000269,2025-06-15 07:42:35,2025-06-15 07:42:35,4.0,On Time,0,0,
O000270,2025-08-13 17:19:32,2025-08-14 17:19:32,1.0,On Time,0,0,
O000271,2025-02-18 11:49:43,2025-02-18 11:49:43,2.0,On Time,0,0,
O000272,2025-07-21 01:13:29,2025-07-22 01:13:29,1.0,On Time,0,0,
O000273,2025-12-14 17:53:34,2025-12-14 17:53:34,4.0,On Time,0,1,Damaged
O000274,2025-10-03 18:38:38,2025-10-03 18:38:38,4.0,On Time,0,0,
O000275,2025-10-06 23:14:09,2025-10-06 23:14:09,3.0,On Time,0,0,
O000276,2025-07-11 07:33:41,2025-07-12 07:33:41,1.0,On Time,0,0,
O000277,2025-01-24 00:16:54,2025-01-25 00:16:54,1.0,On Time,0,1,Changed Mind
O000278,2025-03-25 08:25:31,2025-03-25 08:25:31,3.0,On Time,0,0,
O000279,2025-09-08 09:23:11,2025-09-08 09:23:11,3.0,On Time,0,0,
O000280,2025-12-12 22:14:41,2025-12-12 22:14:41,3.0,On Time,0,0,
O000281,2025-07-26 10:59:31,2025-07-26 10:59:31,3.0,On Time,0,0,
O000282,2025-06-06 03:03:04,2025-06-07 03:03:04,2.0,On Time,0,0,
O000283,2025-01-14 08:18:25,2025-01-14 08:18:25,3.0,On Time,0,0,
O000284,2025-09-11 00:02:36,2025-09-11 00:02:36,3.0,On Time,0,0,
O000285,2025-01-13 05:36:51,2025-01-13 05:36:51,6.0,On Time,0,0,
O000286,2025-02-24 18:35:28,2025-02-25 18:35:28,3.0,On Time,0,0,
O000287,2025-01-25 10:38:16,2025-01-25 10:38:16,3.0,On Time,0,0,
O000288,2025-10-10 23:44:10,2025-10-11 23:44:10,2.0,On Time,0,0,
O000289,2025-06-15 06:04:19,2025-06-15 06:04:19,2.0,On Time,0,1,Changed Mind
O000290,2025-02-27 21:30:51,2025-02-28 21:30:51,4.0,On Time,0,0,
O000291,2025-11-26 22:24:07,2025-11-26 22:24:07,3.0,On Time,0,0,
O000292,2025-03-23 01:31:07,2025-03-24 01:31:07,3.0,On Time,0,0,
O000293,2025-06-19 08:18:10,2025-06-19 08:18:10,2.0,On Time,0,0,
O000294,2025-10-09 02:45:52,2025-10-09 02:45:52,3.0,On Time,0,0,
O000295,2025-04-03 00:18:04,2025-04-03 00:18:04,4.0,On Time,0,0,
O000296,2025-12-13 07:16:55,2025-12-13 07:16:55,4.0,On Time,0,1,Damaged
O000297,,,,Cancelled,1,0,
O000298,2025-02-08 05:27:47,2025-02-08 05:27:47,2.0,On Time,0,0,
O000299,2025-07-21 13:27:57,2025-07-21 13:27:57,4.0,On Time,0,0,
O000300,2025-06-24 04:44:11,2025-06-24 04:44:11,2.0,Late,0,0,
O000301,2025-08-27 20:34:59,2025-08-27 20:34:59,2.0,On Time,0,0,
O000302,2025-12-25 12:51:43,2025-12-26 12:51:43,2.0,On Time,0,0,
O000303,2025-06-03 14:30:38,2025-06-04 14:30:38,2.0,On Time,0,0,
O000304,2025-06-19 08:01:19,2025-06-20 08:01:19,3.0,On Time,0,0,
O000305,2025-12-01 00:08:36,2025-12-01 00:08:36,3.0,On Time,0,0,
O000306,2025-04-15 11:05:39,2025-04-16 11:05:39,1.0,On Time,0,0,
O000307,2025-03-12 17:23:38,2025-03-12 17:23:38,4.0,On Time,0,0,
O000308,2025-10-16 17:04:03,2025-10-16 17:04:03,3.0,On Time,0,0,
O000309,2025-12-13 08:05:36,2025-12-13 08:05:36,2.0,On Time,0,0,
O000310,2025-09-26 03:25:01,2025-09-26 03:25:01,3.0,On Time,0,0,
O000311,2025-05-16 12:13:52,2025-05-17 12:13:52,1.0,On Time,0,1,Damaged
O000312,2025-08-11 15:31:20,2025-08-11 15:31:20,2.0,On Time,0,0,
O000313,2025-04-03 23:37:02,2025-04-03 23:37:02,4.0,On Time,0,0,
O000314,2025-12-13 04:54:21,2025-12-14 04:54:21,1.0,On Time,0,0,
O000315,,,,Cancelled,1,0,
O000316,2025-02-21 04:07:35,2025-02-20 04:07:35,4.0,Late,0,0,
O000317,2025-04-22 23:11:57,2025-04-22 23:11:57,4.0,On Time,0,0,
O000318,2025-09-15 12:41:06,2025-09-15 12:41:06,4.0,On Time,0,0,
O000319,2025-02-26 14:21:26,2025-02-27 14:21:26,4.0,On Time,0,0,
O000320,2025-12-29 02:21:10,2025-12-28 02:21:10,5.0,Late,0,0,
O000321,2025-04-03 05:23:25,2025-04-03 05:23:25,3.0,On Time,0,0,
O000322,2025-06-27 13:23:05,2025-06-28 13:23:05,2.0,On Time,0,0,
O000323,2025-05-09 05:59:09,2025-05-09 05:59:09,4.0,On Time,0,0,
O000324,2025-01-03 17:16:22,2025-01-04 17:16:22,2.0,On Time,0,0,
O000325,2025-06-24 07:33:58,2025-06-25 07:33:58,1.0,On Time,0,0,
O000326,2025-09-28 21:55:43,2025-09-29 21:55:43,2.0,On Time,0,0,
O000327,2025-11-14 10:31:00,2025-11-14 10:31:00,3.0,On Time,0,0,
O000328,2025-01-29 03:26:35,2025-01-28 03:26:35,5.0,Late,0,0,
O000329,2025-01-22 21:49:15,2025-01-23 21:49:15,1.0,On Time,0,0,
O000330,2025-06-10 20:39:17,2025-06-10 20:39:17,4.0,On Time,0,0,
