order_id,product_id,quantity,unit_price,discount,revenue,profit
O009850,P0007,1,762.57,0,762.57,331.45
O036419,P0104,1,853.93,25,828.93,481.48
O017066,P0082,1,1446.55,100,1346.55,846.61
O036132,P0193,1,189.66,25,164.66,35.59
O011240,P0186,1,3115.15,50,3065.15,1569.27
O012408,P0006,1,1498.29,0,1498.29,630.67
O002949,P0114,1,649.11,100,549.11,187.15
O040311,P0116,2,510.49,50,920.98,381.16
O006376,P0002,1,1698.8,25,1673.8,728.68
O036346,P0172,1,950.56,25,925.56,251.72
O050657,P0088,1,1143.67,100,1043.67,476.48
O038358,P0031,1,870.26,0,870.26,482.04
O011215,P0131,2,1772.11,0,3544.22,1725.04
O013857,P0027,1,1158.42,0,1158.42,434.43
O022788,P0181,3,4724.35,0,14173.06,6917.32
O008994,P0057,2,1786.03,25,3522.06,1862.78
O023468,P0164,1,1378.36,150,1228.36,598.27
O047801,P0093,3,3122.19,0,9366.58,6380.89
O013509,P0168,1,724.85,50,674.85,247.66
O036113,P0026,1,1572.39,100,1472.39,887.89
O026353,P0066,2,538.03,25,1026.07,583.43
O019934,P0036,3,763.84,25,2216.51,1317.53
O024696,P0152,1,1260.34,0,1260.34,715.18
O028194,P0084,1,740.7,25,715.7,287.21
O048568,P0090,1,1364.63,0,1364.63,745.66
O000061,P0070,1,1249.25,25,1224.25,702.32
O011041,P0171,1,501.27,25,476.27,263.34
O012627,P0151,1,2361.05,150,2211.05,977.64
O054436,P0091,1,1936.83,50,1886.83,960.55
O050978,P0105,3,932.58,0,2797.75,1529.68
O051104,P0007,1,749.92,0,749.92,318.8
O048468,P0132,1,849.0,50,799.0,409.91
O016529,P0189,2,405.32,100,610.64,200.46
O036999,P0006,2,1463.27,0,2926.53,1191.29
O017003,P0087,1,3783.86,0,3783.86,2043.67
O042025,P0119,1,883.86,150,733.86,241.61
O010126,P0096,1,543.17,100,443.17,193.98
O001737,P0024,1,657.82,0,657.82,367.16
O036816,P0052,1,1081.66,150,931.66,162.29
O011884,P0030,1,272.05,0,272.05,144.73
O037541,P0130,2,891.22,50,1682.43,1070.57
O022358,P0171,1,524.87,0,524.87,311.94
O011326,P0072,1,700.68,0,700.68,258.01
O016240,P0092,2,3131.56,150,5963.13,3377.43
O035919,P0070,1,1249.67,25,1224.67,702.74
O016695,P0047,1,1365.41,50,1315.41,345.31
O004686,P0113,2,1240.76,25,2431.51,1353.23
O031383,P0113,1,1245.28,25,1220.28,681.14
O040441,P0003,2,818.13,100,1436.26,669.2
O029608,P0088,1,1135.3,150,985.3,418.11
O039642,P0054,1,4204.6,100,4104.6,1432.87
O016861,P0166,1,955.42,0,955.42,479.87
O005942,P0112,1,417.63,0,417.63,130.58
O011830,P0063,1,2900.13,50,2850.13,1557.44
O005855,P0158,1,1167.68,50,1117.68,457.76
O013289,P0025,1,747.35,150,597.35,212.67
O052059,P0164,2,1388.45,50,2676.9,1416.72
O044648,P0139,1,766.16,0,766.16,420.16
O051591,P0083,1,393.55,0,393.55,195.02
O050473,P0045,2,1255.76,100,2311.52,962.7
O046186,P0187,2,2439.7,0,4879.4,2671.88
O021799,P0124,1,773.34,25,748.34,304.27
O017481,P0181,1,4651.07,0,4651.07,2232.49
O050307,P0178,1,2201.62,50,2151.62,1119.13
O047197,P0171,1,516.37,0,516.37,303.44
O032083,P0142,1,964.52,0,964.52,461.91
O036688,P0141,1,495.95,100,395.95,198.81
O052288,P0138,1,504.57,0,504.57,227.21
O030731,P0046,1,2856.94,0,2856.94,1656.39
O035565,P0081,1,1726.95,0,1726.95,1007.83
O015608,P0074,2,1291.21,0,2582.43,1617.59
O041326,P0190,1,1171.66,0,1171.66,758.36
O041202,P0103,1,2483.03,0,2483.03,1466.94
O045743,P0025,2,734.81,50,1369.63,600.27
O012437,P0154,1,2464.83,100,2364.83,1063.58
O034247,P0105,1,952.29,0,952.29,529.6
O001950,P0011,1,714.02,100,614.02,323.61
O022364,P0065,1,1293.5,0,1293.5,817.42
O033348,P0185,3,2099.19,150,5847.58,3049.99
O029082,P0011,1,721.29,0,721.29,430.88
O002739,P0137,1,1179.94,50,1129.94,447.0
O007043,P0003,1,812.9,0,812.9,429.37
O000489,P0050,4,3700.22,25,14700.89,8202.61
O030480,P0032,2,643.49,0,1286.99,708.73
O031222,P0108,1,571.73,100,471.73,166.8
O002498,P0170,1,1269.28,0,1269.28,667.99
O032032,P0162,1,1699.43,0,1699.43,827.75
O004667,P0044,1,2357.06,25,2332.06,1081.89
O000638,P0083,1,396.24,0,396.24,197.71
O047532,P0022,3,489.72,100,1169.17,290.14
O029721,P0129,1,1314.16,150,1164.16,630.78
O038573,P0137,1,1185.72,25,1160.72,477.78
O045435,P0059,1,3241.79,100,3141.79,1656.47
O017661,P0044,1,2245.2,0,2245.2,995.03
O012802,P0009,4,1012.82,0,4051.26,2405.9
O048843,P0018,1,632.46,25,607.46,320.43
O051419,P0115,2,5126.15,0,10252.3,4431.54
O020746,P0131,4,1784.64,0,7138.57,3500.21
O048193,P0200,1,839.75,50,789.75,275.96
O050037,P0057,1,1810.92,50,1760.92,931.28
O032249,P0132,1,850.49,50,800.49,411.4
O000412,P0122,1,812.53,0,812.53,429.7
O006251,P0104,1,848.68,0,848.68,501.23
O047179,P0007,1,752.13,100,652.13,221.01
O052537,P0007,2,756.95,50,1413.9,551.66
O001425,P0140,1,588.94,150,438.94,146.65
O007340,P0171,1,506.04,150,356.04,143.11
O032767,P0017,1,1066.39,25,1041.39,501.38
O019205,P0020,1,688.54,150,538.54,241.81
O023211,P0027,1,1146.19,0,1146.19,422.2
O006542,P0133,1,1934.9,25,1909.9,867.61
O008340,P0179,3,449.65,50,1198.95,563.43
O029754,P0036,1,805.47,50,755.47,455.81
O013851,P0168,1,719.97,0,719.97,292.78
O036190,P0130,1,841.11,0,841.11,535.18
O037259,P0164,1,1359.64,50,1309.64,679.55
O049699,P0170,1,1264.98,100,1164.98,563.69
O027492,P0134,2,2645.27,0,5290.53,2915.51
O010052,P0150,2,1675.89,25,3301.78,1695.04
O037920,P0077,1,294.47,0,294.47,132.15
O032118,P0100,2,469.46,150,638.92,199.9
O005842,P0116,1,538.17,50,488.17,218.26
O018752,P0018,2,639.81,150,979.62,405.56
O015733,P0069,1,2058.95,50,2008.95,1106.08
O048396,P0136,1,1917.8,150,1767.8,895.84
O019972,P0124,1,767.0,25,742.0,297.93
O009083,P0131,1,1739.69,25,1714.69,805.1
O037718,P0167,2,1559.53,100,2919.06,1649.72
O020639,P0167,1,1554.55,100,1454.55,819.88
O050142,P0109,2,730.67,25,1411.35,796.85
O008417,P0038,1,1065.72,50,1015.72,587.82
O035074,P0188,2,6852.57,150,13405.14,8184.08
O012487,P0048,2,830.54,25,1611.07,652.17
O047803,P0033,1,1428.46,0,1428.46,858.59
O027471,P0107,1,431.36,0,431.36,188.6
O017771,P0176,1,2972.53,0,2972.53,1756.4
O011041,P0016,1,1748.23,0,1748.23,705.04
O039708,P0054,1,4220.29,100,4120.29,1448.56
O027647,P0050,2,3591.2,0,7182.4,3933.26
O031412,P0132,1,818.87,50,768.87,379.78
O045227,P0058,1,480.99,50,430.99,211.93
O021097,P0072,1,695.86,0,695.86,253.19
O054270,P0079,1,1645.41,0,1645.41,917.62
O043304,P0035,2,3705.86,0,7411.71,4038.87
O020454,P0079,1,1707.21,150,1557.21,829.42
O005504,P0029,2,306.71,0,613.42,322.56
O038753,P0096,2,529.48,50,958.97,460.59
O027171,P0027,1,1160.73,150,1010.73,286.74
O004763,P0047,2,1411.02,50,2722.04,781.84
O017841,P0096,1,525.65,100,425.65,176.46
O043274,P0092,1,3042.16,0,3042.16,1749.31
O040728,P0079,2,1677.44,25,3304.89,1849.31
O054743,P0172,1,932.6,0,932.6,258.76
O045853,P0010,1,371.04,0,371.04,220.07
O015832,P0166,1,952.95,25,927.95,452.4
O035088,P0070,1,1243.46,0,1243.46,721.53
O041515,P0039,1,1594.93,0,1594.93,931.44
O008558,P0046,1,2883.83,100,2783.83,1583.28
O040879,P0182,1,1634.48,100,1534.48,798.63
O025802,P0029,1,308.73,50,258.73,113.3
O052111,P0003,3,811.11,0,2433.33,1282.74
O016327,P0004,1,2206.34,0,2206.34,1099.19
O037622,P0087,1,3931.26,0,3931.26,2191.07
O012243,P0046,1,2867.43,25,2842.43,1641.88
O026705,P0013,1,1604.01,25,1579.01,889.43
O040007,P0049,1,549.5,0,549.5,327.9
O029369,P0140,1,578.38,0,578.38,286.09
O042853,P0161,1,2775.28,0,2775.28,1210.75
O038591,P0058,1,481.71,50,431.71,212.65
O031860,P0174,1,1115.94,0,1115.94,411.02
O015654,P0080,3,1463.87,0,4391.61,2565.36
O052643,P0112,1,419.03,25,394.03,106.98
O024963,P0181,1,4841.59,25,4816.59,2398.01
O041462,P0168,1,720.97,25,695.97,268.78
O020437,P0108,1,549.06,100,449.06,144.13
O029244,P0112,1,412.5,25,387.5,100.45
O047195,P0183,2,632.26,50,1164.52,694.38
O006800,P0004,1,2231.57,25,2206.57,1099.42
O019869,P0127,3,993.62,0,2980.86,1525.65
O046989,P0157,1,1246.16,0,1246.16,655.1
O041209,P0038,1,1103.45,100,1003.45,575.55
O032163,P0109,1,719.48,100,619.48,312.23
O003971,P0064,1,2845.71,0,2845.71,1555.8
O018535,P0167,1,1616.15,25,1591.15,956.48
O047102,P0186,1,3005.43,100,2905.43,1409.55
O045433,P0172,1,953.67,0,953.67,279.83
O043685,P0135,1,2397.72,0,2397.72,1024.58
O037954,P0030,2,272.94,0,545.88,291.24
O005226,P0184,2,1641.18,50,3182.37,1599.69
O034938,P0037,1,312.13,0,312.13,111.14
O049174,P0037,1,326.08,25,301.08,100.09
O040601,P0074,1,1309.74,100,1209.74,727.32
O037471,P0075,2,1576.75,25,3103.5,1736.02
O044041,P0121,1,1680.88,0,1680.88,787.96
O013366,P0094,1,976.0,50,926.0,496.23
O017825,P0006,1,1519.37,0,1519.37,651.75
O032842,P0142,3,992.52,0,2977.56,1469.73
O053495,P0172,1,954.28,25,929.28,255.44
O048445,P0025,3,725.23,0,2175.7,1021.66
O044293,P0024,1,680.78,25,655.78,365.12
O030712,P0107,2,411.47,50,722.93,237.41
O051376,P0050,1,3682.61,150,3532.61,1908.04
O003924,P0165,3,1738.58,25,5140.74,3323.07
O013519,P0182,1,1671.67,0,1671.67,935.82
O038658,P0140,1,578.78,25,553.78,261.49
O049626,P0092,1,3013.24,0,3013.24,1720.39
O006800,P0184,1,1616.89,0,1616.89,825.55
O047420,P0034,1,1475.55,0,1475.55,728.79
O033304,P0005,2,2565.25,150,4830.51,2629.23
O036737,P0155,2,1227.2,0,2454.39,1264.57
O002496,P0183,1,658.13,150,508.13,273.06
O022926,P0080,1,1398.39,25,1373.39,764.64
O038327,P0097,1,1238.62,50,1188.62,325.96
O009839,P0163,1,2335.9,0,2335.9,1341.83
O000154,P0057,2,1770.05,0,3540.1,1880.82
O050444,P0042,3,952.62,25,2782.86,1548.99
O048346,P0119,2,905.97,100,1611.94,627.44
O053556,P0055,2,1169.08,50,2238.17,995.15
O026452,P0007,1,758.6,50,708.6,277.48
O022834,P0113,1,1274.44,0,1274.44,735.3
O012168,P0148,1,442.77,0,442.77,188.33
O044880,P0140,1,590.11,0,590.11,297.82
O047430,P0006,1,1479.02,25,1454.02,586.4
O013230,P0192,1,1482.08,25,1457.08,754.32
O027640,P0006,1,1465.37,100,1365.37,497.75
O035565,P0102,2,1289.38,100,2378.75,1272.23
O006397,P0106,1,648.48,50,598.48,309.55
O020697,P0087,2,3743.11,25,7436.21,3955.83
O031526,P0139,3,751.08,0,2253.23,1215.23
O022768,P0022,1,477.18,100,377.18,84.17
O034523,P0192,1,1478.96,0,1478.96,776.2
O025313,P0066,1,552.78,0,552.78,331.46
O036868,P0006,1,1453.12,50,1403.12,535.5
O037225,P0082,4,1463.82,0,5855.27,3855.51
O018787,P0150,1,1678.45,25,1653.45,850.08
O047130,P0131,2,1741.44,150,3182.89,1363.71
O039881,P0081,1,1692.44,25,1667.44,948.32
O021490,P0191,1,5253.18,0,5253.18,3096.85
O031347,P0010,1,353.84,100,253.84,102.87
O023608,P0123,1,1828.12,0,1828.12,789.27
O013584,P0054,1,4257.31,50,4207.31,1535.58
O045482,P0088,1,1116.22,50,1066.22,499.03
O025437,P0153,2,779.5,0,1559.0,619.58
O037058,P0030,2,277.06,25,504.12,249.48
O019684,P0085,3,946.58,25,2764.74,1454.58
O002760,P0112,1,430.32,25,405.32,118.27
O039943,P0017,1,1066.1,25,1041.1,501.09
O045264,P0100,1,470.96,50,420.96,201.45
O045860,P0165,1,1666.34,0,1666.34,1060.45
O002294,P0064,1,2888.11,0,2888.11,1598.2
O041876,P0198,1,2482.58,0,2482.58,1223.55
O018991,P0006,1,1468.45,0,1468.45,600.83
O003384,P0160,1,1291.54,25,1266.54,566.26
O043230,P0162,1,1684.59,25,1659.59,787.91
O006025,P0065,1,1313.91,25,1288.91,812.83
O019464,P0055,4,1117.43,50,4269.71,1783.67
O040937,P0033,1,1397.21,50,1347.21,777.34
O042676,P0159,3,1930.96,0,5792.87,3150.02
O049473,P0017,2,1083.74,25,2117.49,1037.47
O041307,P0102,3,1306.83,0,3920.48,2260.7
O052224,P0123,1,1852.82,50,1802.82,763.97
O041121,P0003,1,827.23,25,802.23,418.7
O045339,P0117,1,507.59,0,507.59,290.16
O041808,P0041,1,1744.06,0,1744.06,870.08
O030328,P0011,2,730.66,25,1411.32,830.5
O037740,P0155,1,1203.11,50,1153.11,558.2
O043512,P0190,1,1139.72,0,1139.72,726.42
O029301,P0109,3,696.85,50,1940.56,1018.81
O005605,P0196,1,997.22,100,897.22,489.52
O018505,P0137,1,1219.94,0,1219.94,537.0
O054519,P0130,1,873.47,0,873.47,567.54
O022566,P0006,1,1483.62,25,1458.62,591.0
O041783,P0189,1,406.15,0,406.15,201.06
O009611,P0042,2,952.98,150,1605.96,783.38
O012491,P0122,1,840.48,25,815.48,432.65
O030276,P0060,1,771.35,25,746.35,355.0
O037300,P0045,1,1268.7,0,1268.7,594.29
O043645,P0127,2,983.8,0,1967.6,997.46
O033502,P0196,1,962.26,50,912.26,504.56
O014561,P0140,1,605.48,0,605.48,313.19
O017484,P0034,1,1493.6,0,1493.6,746.84
O016101,P0113,1,1280.54,25,1255.54,716.4
O039315,P0109,2,702.64,50,1305.28,690.78
O000502,P0143,1,1039.24,50,989.24,543.54
O034878,P0059,1,3328.98,50,3278.98,1793.66
O006120,P0003,1,822.54,150,672.54,289.01
O007593,P0031,1,852.21,0,852.21,463.99
O023060,P0089,2,1231.24,25,2412.49,1059.05
O030849,P0182,2,1584.19,25,3118.39,1646.69
O004498,P0081,1,1698.2,0,1698.2,979.08
O048133,P0183,1,632.1,0,632.1,397.03
O031689,P0092,2,3024.07,25,5998.13,3412.43
O047114,P0012,1,299.88,0,299.88,139.36
O010385,P0019,1,439.07,0,439.07,167.95
O014599,P0009,1,993.98,0,993.98,582.64
O044400,P0078,2,2275.4,0,4550.79,1434.47
O007280,P0028,2,2313.28,50,4526.55,2273.09
O022803,P0146,1,657.92,50,607.92,235.69
O012946,P0194,3,785.38,150,1906.14,604.8
O049459,P0031,1,848.23,0,848.23,460.01
O052527,P0194,2,746.77,50,1393.55,525.99
O050665,P0004,2,2240.64,0,4481.27,2266.97
O054308,P0015,2,1095.5,150,1891.0,936.84
O026320,P0038,1,1104.98,0,1104.98,677.08
O024421,P0079,1,1679.18,150,1529.18,801.39
O005635,P0008,1,1529.06,0,1529.06,905.58
O032512,P0068,1,4095.91,25,4070.91,1668.97
O022373,P0009,1,964.62,100,864.62,453.28
O046539,P0152,1,1243.19,25,1218.19,673.03
O010531,P0127,1,958.15,0,958.15,473.08
O016487,P0166,2,954.29,50,1808.57,857.47
O051779,P0064,1,2868.66,25,2843.66,1553.75
O003200,P0069,1,2138.74,0,2138.74,1235.87
O042470,P0049,1,531.41,0,531.41,309.81
O014855,P0173,1,5495.67,25,5470.67,3281.65
O008531,P0193,2,191.75,0,383.51,125.37
O031780,P0022,1,492.72,0,492.72,199.71
O019142,P0119,1,867.72,0,867.72,375.47
O042603,P0183,2,665.77,0,1331.54,861.4
O038803,P0128,1,824.69,0,824.69,494.93
O020831,P0029,1,308.3,0,308.3,162.87
O011535,P0063,1,3049.05,0,3049.05,1756.36
O038845,P0173,1,5606.78,0,5606.78,3417.76
O039651,P0120,1,2575.14,25,2550.14,1278.22
O005080,P0023,1,356.97,0,356.97,146.59
O034714,P0122,2,847.47,0,1694.93,929.27
O028816,P0106,1,651.43,0,651.43,362.5
O035211,P0038,1,1070.73,0,1070.73,642.83
O022779,P0178,1,2214.81,0,2214.81,1182.32
O030807,P0034,1,1453.88,25,1428.88,682.12
O012491,P0085,2,960.22,150,1620.44,747.0
O006782,P0101,2,1272.39,0,2544.77,1561.03
O045908,P0134,3,2628.87,25,7811.6,4249.07
O034688,P0178,1,2162.38,25,2137.38,1104.89
O004979,P0087,1,3896.66,100,3796.66,2056.47
O040790,P0052,1,1115.31,150,965.31,195.94
O031454,P0044,1,2286.06,0,2286.06,1035.89
O008226,P0113,2,1277.39,25,2504.79,1426.51
O012642,P0029,1,307.22,0,307.22,161.79
O035976,P0165,1,1668.59,0,1668.59,1062.7
O006610,P0100,1,464.72,0,464.72,245.21
O034268,P0101,1,1303.52,0,1303.52,811.65
O030702,P0053,1,3034.73,100,2934.73,1281.02
O043189,P0195,1,842.18,150,692.18,279.25
O020365,P0110,1,286.81,0,286.81,186.89
O024138,P0018,1,621.88,100,521.88,234.85
O026225,P0027,1,1147.26,0,1147.26,423.27
O049923,P0109,2,725.49,150,1150.97,536.47
O012868,P0086,1,1422.13,0,1422.13,924.02
O011268,P0109,1,723.75,150,573.75,266.5
O041650,P0180,1,919.47,25,894.47,425.88
O020225,P0179,1,438.03,0,438.03,226.19
O016208,P0157,1,1267.74,0,1267.74,676.68
O041361,P0186,1,3136.78,0,3136.78,1640.9
O013181,P0055,3,1131.98,0,3395.93,1531.4
O004164,P0071,2,1628.15,0,3256.3,1370.52
O024794,P0161,1,2657.5,50,2607.5,1042.97
O043976,P0142,4,985.89,25,3843.56,1833.12
O048061,P0040,1,928.35,50,878.35,492.31
O019393,P0010,1,368.42,0,368.42,217.45
O009194,P0187,1,2414.03,50,2364.03,1260.27
O018244,P0136,1,2007.69,0,2007.69,1135.73
O021538,P0118,1,876.39,100,776.39,209.43
O006124,P0117,1,496.33,0,496.33,278.9
O010450,P0079,1,1668.98,100,1568.98,841.19
O016497,P0150,1,1724.42,0,1724.42,921.05
O025751,P0162,1,1720.03,0,1720.03,848.35
O009865,P0176,1,3010.42,0,3010.42,1794.29
O013582,P0112,2,435.28,0,870.55,296.45
O048413,P0100,1,458.61,0,458.61,239.1
O048502,P0031,2,883.58,0,1767.16,990.72
O038031,P0181,2,4791.61,50,9483.22,4646.06
O024924,P0097,2,1228.5,0,2456.99,731.67
O007514,P0031,1,886.23,0,886.23,498.01
O006199,P0041,1,1806.9,25,1781.9,907.92
O037747,P0137,1,1224.91,25,1199.91,516.97
O013222,P0135,1,2347.29,0,2347.29,974.15
O046220,P0182,1,1679.31,0,1679.31,943.46
O032656,P0077,1,292.41,100,192.41,30.09
O044210,P0054,1,4178.53,0,4178.53,1506.8
O054419,P0192,1,1512.97,50,1462.97,760.21
O022766,P0117,1,499.93,25,474.93,257.5
O028516,P0173,1,5413.75,25,5388.75,3199.73
O004264,P0036,2,793.18,0,1586.36,987.04
O034283,P0192,1,1450.94,0,1450.94,748.18
O009432,P0074,1,1346.95,25,1321.95,839.53
O034948,P0065,1,1310.72,0,1310.72,834.64
O047204,P0138,1,496.85,0,496.85,219.49
O035740,P0197,1,1166.39,25,1141.39,440.13
O003146,P0080,1,1452.39,150,1302.39,693.64
O007966,P0027,1,1135.94,0,1135.94,411.95
O022006,P0046,1,2879.96,0,2879.96,1679.41
O047378,P0145,1,2417.85,150,2267.85,907.93
O046736,P0104,1,829.83,25,804.83,457.38
O027145,P0139,1,760.73,25,735.73,389.73
O046800,P0034,1,1450.05,25,1425.05,678.29
O036203,P0179,3,439.92,25,1244.75,609.23
O020048,P0127,1,978.14,25,953.14,468.07
O043092,P0134,3,2661.7,150,7535.1,3972.57
O029623,P0093,4,3131.81,0,12527.22,8546.3
O054122,P0139,2,779.04,0,1558.07,866.07
O018715,P0197,1,1146.14,0,1146.14,444.88
O013978,P0084,3,742.65,0,2227.95,942.48
O010059,P0194,3,745.77,0,2237.3,935.96
O043394,P0100,1,473.67,25,448.67,229.16
O044118,P0041,1,1753.89,100,1653.89,779.91
O037693,P0117,1,505.95,0,505.95,288.52
O041876,P0042,1,979.02,0,979.02,567.73
O007862,P0017,1,1032.49,0,1032.49,492.48
O030299,P0170,2,1302.96,0,2605.91,1403.33
O033642,P0083,1,389.11,25,364.11,165.58
O014148,P0026,2,1582.74,25,3115.49,1946.49
O041794,P0042,1,960.93,0,960.93,549.64
O009715,P0045,1,1292.45,0,1292.45,618.04
O016963,P0160,2,1286.94,0,2573.87,1173.31
O016991,P0125,2,1155.8,50,2211.6,1173.44
O008676,P0179,1,439.09,25,414.09,202.25
O035382,P0064,1,2836.63,50,2786.63,1496.72
O050893,P0188,1,7143.09,150,6993.09,4382.56
O025363,P0179,2,454.0,25,857.99,434.31
O038693,P0169,1,1484.96,50,1434.96,811.98
O047145,P0094,2,937.07,150,1574.13,714.59
O048516,P0099,1,649.12,150,499.12,73.53
O025329,P0129,1,1314.5,50,1264.5,731.12
O016466,P0018,1,633.97,50,583.97,296.94
O010586,P0126,1,825.24,0,825.24,424.52
O040205,P0188,1,7017.98,0,7017.98,4407.45
O039957,P0067,1,750.51,100,650.51,226.07
O038832,P0129,2,1318.01,50,2536.01,1469.25
O037371,P0199,1,1924.29,0,1924.29,1204.06
O047344,P0158,1,1145.44,50,1095.44,435.52
O002582,P0104,1,818.85,0,818.85,471.4
O014161,P0144,1,256.34,25,231.34,88.5
O013383,P0069,3,2099.45,150,5848.36,3139.75
O039502,P0048,1,838.12,25,813.12,333.67
O002427,P0135,1,2412.5,0,2412.5,1039.36
O048629,P0174,1,1110.43,100,1010.43,305.51
O011374,P0024,1,659.02,25,634.02,343.36
O040170,P0173,2,5413.98,25,10777.96,6399.92
O003929,P0117,2,494.34,0,988.67,553.81
O020978,P0126,1,848.92,0,848.92,448.2
O053736,P0044,1,2276.04,0,2276.04,1025.87
O000127,P0081,1,1760.28,50,1710.28,991.16
O006626,P0055,3,1109.83,100,3029.49,1164.96
O026746,P0019,1,446.39,150,296.39,25.27
O029495,P0133,1,1947.4,0,1947.4,905.11
O051455,P0198,1,2461.16,0,2461.16,1202.13
O011483,P0132,1,866.15,50,816.15,427.06
O005459,P0073,1,270.76,50,220.76,41.17
O002000,P0148,2,427.01,25,804.02,295.14
O013594,P0030,1,263.61,0,263.61,136.29
O023938,P0157,1,1251.66,100,1151.66,560.6
O018554,P0119,4,898.63,25,3494.52,1525.52
