customer_id,churn_probability,risk_score,risk_segment,value_segment,retention_priority,actual_churn,predicted_churn,total_orders,total_revenue,total_profit,profit_margin,avg_order_value,avg_discount,recency_days,age,region,subscription_type,acquisition_channel,cancelled_orders,cancellation_rate,customer_lifetime_days,returned_orders,return_rate,revenue_per_order
C01417,0.43428369828518265,43.43,High Risk,Low Value,Medium Priority,1,1,1,638.6,250.38,0.39207641716254304,638.6,200.0,241,20.0,East,Free,Email,0,0.0,0,0,0.0,638.6
C06895,0.43423880721835095,43.42,High Risk,Low Value,Medium Priority,0,1,1,3770.87,2030.68,0.5385176365135897,3770.87,0.0,211,39.0,West,Free,Email,0,0.0,0,0,0.0,3770.87
C08775,0.4330959373478014,43.31,High Risk,Low Value,Medium Priority,0,1,1,480.73,283.59,0.5899153370915066,480.73,0.0,211,50.0,South,Free,Email,0,0.0,0,0,0.0,480.73
C01954,0.43238791307485874,43.24,High Risk,Low Value,Medium Priority,0,1,1,1043.8,500.24,0.47924889825637096,1043.8,0.0,74,30.0,North,Free,Social Media,0,0.0,0,0,0.0,1043.8
C09597,0.4323209099477252,43.23,High Risk,Medium Value,High Priority,0,1,4,11771.33,5772.85,0.4904161212029567,2942.8325,150.0,65,42.0,West,Free,Email,0,0.0,88,2,0.5,2942.8325
C00817,0.4304562479260492,43.05,High Risk,Medium Value,High Priority,1,1,5,7350.98,3249.19,0.44200773230235973,1470.196,110.0,22,41.0,North,Free,Paid Ads,0,0.0,223,0,0.0,1470.196
C08013,0.4304061709955159,43.04,High Risk,Low Value,Medium Priority,0,1,1,1431.49,446.99,0.3122550629064821,1431.49,300.0,211,57.0,North,Free,Organic,0,0.0,0,0,0.0,1431.49
C00971,0.43037844654617385,43.04,High Risk,Low Value,Medium Priority,1,1,1,1642.75,774.23,0.4713011718155532,1642.75,200.0,242,29.0,North,Free,Paid Ads,0,0.0,0,0,0.0,1642.75
C08215,0.4302224773622913,43.02,High Risk,Low Value,Medium Priority,0,1,3,3935.24,1552.78,0.3945833036866875,1311.7466666666667,183.33333333333334,115,44.0,West,Free,Email,0,0.0,79,0,0.0,1311.7466666666667
C06114,0.4301813961927421,43.02,High Risk,Low Value,Medium Priority,1,1,3,2687.15,1179.5,0.4389408853246004,895.7166666666667,133.33333333333334,43,49.0,North,Free,Social Media,0,0.0,72,0,0.0,895.7166666666667
C04209,0.43014332393737187,43.01,High Risk,Low Value,Medium Priority,0,1,1,0.0,-50.0,-50.0,0.0,50.0,267,51.0,East,Free,Social Media,0,0.0,0,0,0.0,0.0
C03768,0.42993605505899146,42.99,High Risk,Medium Value,High Priority,0,1,2,7880.04,4134.17,0.5246381998060924,3940.02,50.0,178,36.0,West,Free,Email,0,0.0,14,0,0.0,3940.02
C03062,0.4296154630566861,42.96,High Risk,Low Value,Medium Priority,0,1,1,920.83,435.76,0.4732252424443165,920.83,50.0,263,27.0,East,Free,Social Media,0,0.0,0,0,0.0,920.83
C09957,0.429598241929669,42.96,High Risk,Low Value,Medium Priority,0,1,4,2255.02,-132.71999999999997,-0.05885535383278196,563.755,337.5,17,28.0,North,Free,Social Media,0,0.0,242,1,0.25,563.755
C00097,0.4295013548206478,42.95,High Risk,Medium Value,High Priority,0,1,3,11572.93,6248.6,0.5399324112389862,3857.6433333333334,50.0,145,45.0,North,Free,Email,0,0.0,32,0,0.0,3857.6433333333334
C09464,0.4290355299405193,42.9,High Risk,Medium Value,High Priority,0,1,2,7854.73,4305.49,0.5481397832898139,3927.365,100.0,152,56.0,West,Free,Email,0,0.0,17,0,0.0,3927.365
C02395,0.42814686636326194,42.81,High Risk,Medium Value,High Priority,1,1,3,8901.01,3923.2100000000005,0.44076009351747725,2967.0033333333336,366.6666666666667,157,23.0,South,Free,Social Media,0,0.0,70,0,0.0,2967.0033333333336
C06434,0.42769322474619476,42.77,High Risk,Low Value,Medium Priority,0,1,2,2582.94,1066.9,0.4130564395611203,1291.47,250.0,12,37.0,North,Free,Email,0,0.0,110,0,0.0,1291.47
C09904,0.42765683756137196,42.77,High Risk,Low Value,Medium Priority,0,1,1,753.52,-107.63,-0.14283628835332837,753.52,500.0,89,56.0,North,Free,Paid Ads,0,0.0,0,0,0.0,753.52
C04784,0.42765142440996157,42.77,High Risk,Low Value,Medium Priority,1,1,2,2174.46,1018.94,0.46859450162339156,1087.23,175.0,192,51.0,West,Free,Social Media,0,0.0,19,0,0.0,1087.23
C02203,0.42716764764472276,42.72,High Risk,Medium Value,High Priority,0,1,2,5451.82,3073.99,0.5638465686688116,2725.91,100.0,142,44.0,West,Free,Social Media,0,0.0,68,0,0.0,2725.91
C08762,0.4267750974600681,42.68,High Risk,Medium Value,High Priority,1,1,6,14020.0,6527.370000000001,0.46557560627674754,2336.6666666666665,125.0,0,27.0,North,Free,Organic,0,0.0,194,0,0.0,2336.6666666666665
C09636,0.42649876138326925,42.65,High Risk,Medium Value,High Priority,0,1,6,9668.29,4356.03,0.45054813208954214,1611.381666666667,208.33333333333334,25,26.0,East,Free,Email,0,0.0,189,1,0.16666666666666666,1611.381666666667
C09978,0.4259531007171522,42.6,High Risk,Medium Value,High Priority,1,1,5,8955.43,3503.38,0.39120176250609967,1791.086,120.0,107,39.0,South,Free,Referral,0,0.0,146,0,0.0,1791.086
C07377,0.4256599411125477,42.57,High Risk,Medium Value,High Priority,0,1,4,19063.55,9597.820000000002,0.5034644649081625,4765.8875,137.5,32,33.0,North,Free,Referral,0,0.0,157,1,0.25,4765.8875
C09849,0.42552309730749077,42.55,High Risk,Low Value,Medium Priority,0,1,2,2800.82,1358.13,0.4849044208481802,1400.41,100.0,75,46.0,North,Free,Social Media,0,0.0,48,1,0.5,1400.41
C00761,0.4254693295065917,42.55,High Risk,Medium Value,High Priority,0,1,5,13239.9,5463.5599999999995,0.41265870588146436,2647.98,150.0,126,36.0,East,Free,Social Media,0,0.0,125,1,0.2,2647.98
C00906,0.42479337975724973,42.48,High Risk,Low Value,Medium Priority,1,1,1,0.0,-50.0,-50.0,0.0,50.0,235,27.0,South,Free,Social Media,0,0.0,0,0,0.0,0.0
C00855,0.4246230806669662,42.46,High Risk,Medium Value,High Priority,1,1,2,14739.49,9228.02,0.6260745792425654,7369.745,175.0,167,28.0,East,Free,Email,0,0.0,54,0,0.0,7369.745
C02919,0.42443427414348545,42.44,High Risk,Low Value,Medium Priority,0,1,1,2580.77,969.92,0.37582581942598525,2580.77,200.0,257,38.0,West,Free,Organic,0,0.0,0,0,0.0,2580.77
C03671,0.42408164070124355,42.41,High Risk,Low Value,Medium Priority,0,1,1,2228.5,1212.41,0.5440475656271034,2228.5,300.0,193,22.0,East,Free,Organic,0,0.0,0,0,0.0,2228.5
C09120,0.42406348905610325,42.41,High Risk,Low Value,Medium Priority,0,1,1,1838.19,1066.11,0.5799781306611395,1838.19,0.0,270,35.0,South,Free,Email,0,0.0,0,0,0.0,1838.19
C01018,0.4239999963452687,42.4,High Risk,Low Value,Medium Priority,0,1,2,2958.0,1514.06,0.5118526031102096,1479.0,75.0,8,57.0,North,Free,Email,0,0.0,72,0,0.0,1479.0
C08538,0.4238978314963338,42.39,High Risk,Low Value,Medium Priority,1,1,2,3367.28,1712.95,0.5087043548502055,1683.64,0.0,143,46.0,South,Free,Social Media,0,0.0,25,0,0.0,1683.64
C03944,0.42376277185864203,42.38,High Risk,Low Value,Medium Priority,1,1,1,1612.61,686.33,0.42560197443895303,1612.61,150.0,240,33.0,West,Free,Organic,0,0.0,0,0,0.0,1612.61
C04498,0.42356029915312027,42.36,High Risk,Low Value,Medium Priority,0,1,4,3260.87,658.36,0.20189703974706139,815.2175,237.5,36,32.0,East,Free,Email,0,0.0,125,0,0.0,815.2175
C07337,0.4235489929456928,42.35,High Risk,Medium Value,High Priority,0,1,2,5716.04,2883.0,0.5043701583613831,2858.02,175.0,92,19.0,East,Free,Email,0,0.0,92,0,0.0,2858.02
C07658,0.42342300501963503,42.34,High Risk,Low Value,Medium Priority,0,1,2,1724.37,622.19,0.3608216334081433,862.185,100.0,213,44.0,North,Free,Organic,0,0.0,44,0,0.0,862.185
C08801,0.4232732176898223,42.33,High Risk,Low Value,Medium Priority,1,1,1,2095.12,991.36,0.47317576081560964,2095.12,300.0,137,28.0,South,Free,Email,0,0.0,0,0,0.0,2095.12
C07334,0.42320655732160545,42.32,High Risk,Low Value,Medium Priority,0,1,2,1316.32,501.64,0.38109274340585875,658.16,75.0,91,46.0,North,Free,Email,0,0.0,30,0,0.0,658.16
C08659,0.4230894054861577,42.31,High Risk,Low Value,Medium Priority,0,1,4,6184.25,2711.64,0.43847515866919995,1546.0625,225.0,12,47.0,East,Free,Social Media,0,0.0,240,2,0.5,1546.0625
C04291,0.42280218644313006,42.28,High Risk,High Value,Critical Priority,0,1,6,24614.57,12625.68,0.5129352249501007,4102.428333333333,208.33333333333334,88,36.0,North,Free,Social Media,0,0.0,154,1,0.16666666666666666,4102.428333333333
C01486,0.42266916012489075,42.27,High Risk,Low Value,Medium Priority,1,1,1,1473.32,640.03,0.434413433605734,1473.32,100.0,262,50.0,West,Free,Paid Ads,0,0.0,0,0,0.0,1473.32
C01604,0.42257697045809156,42.26,High Risk,Medium Value,High Priority,1,1,3,12854.91,6288.209999999999,0.48916795216769304,4284.97,16.666666666666668,54,28.0,West,Free,Organic,0,0.0,123,0,0.0,4284.97
C06072,0.42249759452486624,42.25,High Risk,Medium Value,High Priority,1,1,2,13081.03,6029.5,0.4609346511704353,6540.515,125.0,162,21.0,West,Free,Social Media,0,0.0,10,0,0.0,6540.515
C01047,0.4220867957509899,42.21,High Risk,Low Value,Medium Priority,0,1,3,4325.34,1900.4699999999998,0.4393804880078791,1441.78,133.33333333333334,122,59.0,East,Free,Email,0,0.0,145,0,0.0,1441.78
C02994,0.42207328218649554,42.21,High Risk,Low Value,Medium Priority,0,1,1,3983.6,1922.15,0.4825158148408475,3983.6,200.0,29,24.0,West,Free,Organic,1,0.5,0,0,0.0,3983.6
C01505,0.42190939833395547,42.19,High Risk,Low Value,Medium Priority,1,1,2,1806.99,579.9,0.3209204256802749,903.495,150.0,205,54.0,West,Free,Organic,0,0.0,0,0,0.0,903.495
C07271,0.42158827081314043,42.16,High Risk,Low Value,Medium Priority,0,1,1,2639.44,1237.11,0.4687016942987906,2639.44,300.0,162,29.0,West,Free,Organic,0,0.0,0,0,0.0,2639.44
C02405,0.42151753242124285,42.15,High Risk,Low Value,Medium Priority,0,1,1,1153.43,300.37,0.2604145895286233,1153.43,150.0,145,47.0,North,Free,Organic,0,0.0,0,0,0.0,1153.43
C06969,0.4214042919896883,42.14,High Risk,High Value,Critical Priority,0,1,4,20778.37,10774.08,0.5185238303100773,5194.5925,87.5,142,49.0,North,Free,Email,0,0.0,120,1,0.25,5194.5925
C03564,0.42139925429687586,42.14,High Risk,Medium Value,High Priority,1,1,2,9696.28,4462.96,0.46027548709401955,4848.14,50.0,126,52.0,West,Free,Email,0,0.0,14,0,0.0,4848.14
C04806,0.4213661513083377,42.14,High Risk,Low Value,Medium Priority,0,1,2,2914.39,1113.02,0.38190496124403395,1457.195,50.0,75,25.0,North,Free,Email,0,0.0,166,0,0.0,1457.195
C04976,0.42127213859476476,42.13,High Risk,Low Value,Medium Priority,0,1,2,1234.72,204.04000000000002,0.16525204094855514,617.36,200.0,46,31.0,West,Free,Social Media,0,0.0,73,1,0.5,617.36
C05056,0.4211817664418789,42.12,High Risk,Low Value,Medium Priority,1,1,2,369.29,79.51999999999998,0.21533212380513952,184.645,75.0,115,19.0,North,Free,Organic,0,0.0,11,0,0.0,184.645
C06432,0.4210098132350358,42.1,High Risk,Low Value,Medium Priority,1,1,3,4514.38,1404.28,0.31106818655053403,1504.7933333333333,133.33333333333334,149,43.0,South,Free,Social Media,0,0.0,107,0,0.0,1504.7933333333333
C08531,0.42094378450269765,42.09,High Risk,Low Value,Medium Priority,1,1,1,1943.25,1013.69,0.5216467258458768,1943.25,150.0,265,19.0,South,Free,Organic,0,0.0,0,0,0.0,1943.25
C05174,0.42085257716507196,42.09,High Risk,Medium Value,High Priority,1,1,5,11254.24,5435.55,0.4829779709691637,2250.848,90.0,15,60.0,East,Free,Email,0,0.0,116,1,0.2,2250.848
C02056,0.4207941653043099,42.08,High Risk,Medium Value,High Priority,1,1,4,10056.42,4987.95,0.4959965872547089,2514.105,125.0,105,50.0,North,Free,Social Media,0,0.0,164,0,0.0,2514.105
C03008,0.42077568895916456,42.08,High Risk,Low Value,Medium Priority,0,1,1,800.2,324.65,0.40571107223194197,800.2,150.0,112,48.0,East,Free,Social Media,0,0.0,0,0,0.0,800.2
C07313,0.42055696981843904,42.06,High Risk,Low Value,Medium Priority,1,1,1,757.98,65.98,0.08704715163988495,757.98,500.0,85,30.0,West,Free,Referral,0,0.0,0,0,0.0,757.98
C02167,0.42042382583171467,42.04,High Risk,Medium Value,High Priority,0,1,3,11038.6,3896.83,0.3530184987226641,3679.5333333333333,150.0,137,20.0,North,Free,Email,0,0.0,134,0,0.0,3679.5333333333333
C01262,0.420309213133985,42.03,High Risk,Low Value,Medium Priority,1,1,4,5177.45,2577.9700000000003,0.49792272257578546,1294.3625,75.0,63,27.0,South,Free,Email,0,0.0,170,1,0.25,1294.3625
C05046,0.42017274610848915,42.02,High Risk,Medium Value,High Priority,0,1,3,7821.780000000001,4272.3,0.5462055951458619,2607.26,33.333333333333336,52,53.0,North,Free,Email,0,0.0,147,1,0.3333333333333333,2607.26
C03771,0.4201595868227201,42.02,High Risk,High Value,Critical Priority,0,1,7,31593.26,15807.33,0.500338679832344,4513.322857142857,128.57142857142858,21,53.0,North,Free,Referral,0,0.0,169,1,0.14285714285714285,4513.322857142857
C06514,0.42002750085124946,42.0,High Risk,Low Value,Medium Priority,1,1,1,3285.05,1155.76,0.3518241731480495,3285.05,150.0,223,51.0,South,Free,Social Media,0,0.0,0,0,0.0,3285.05
C08772,0.41995249976132354,42.0,High Risk,Medium Value,High Priority,1,1,4,12615.86,5799.98,0.4597371879523076,3153.965,225.0,64,39.0,West,Free,Social Media,0,0.0,59,0,0.0,3153.965
C03454,0.419935417701973,41.99,High Risk,Medium Value,High Priority,1,1,4,9479.5,4611.8099999999995,0.48650350756896454,2369.875,162.5,10,52.0,West,Free,Email,0,0.0,232,2,0.5,2369.875
C05609,0.4196108345790313,41.96,High Risk,Low Value,Medium Priority,0,1,2,2128.55,653.68,0.30710107819877375,1064.275,200.0,14,24.0,West,Free,Email,0,0.0,138,0,0.0,1064.275
C02661,0.41959299207170475,41.96,High Risk,Medium Value,High Priority,0,1,4,9153.03,3604.2499999999995,0.3937767056373681,2288.2575,250.0,33,46.0,West,Free,Email,0,0.0,91,0,0.0,2288.2575
C07136,0.4195159353649819,41.95,High Risk,Medium Value,High Priority,0,1,5,9430.51,4321.09,0.4582032148844548,1886.102,30.0,154,35.0,North,Free,Email,0,0.0,76,0,0.0,1886.102
C05527,0.41914004157585605,41.91,High Risk,Low Value,Medium Priority,0,1,3,695.74,-173.51000000000002,-0.24938913962112286,231.91333333333333,216.66666666666666,5,25.0,North,Free,Social Media,0,0.0,248,0,0.0,231.91333333333333
C06601,0.4189377510090449,41.89,High Risk,Low Value,Medium Priority,1,1,1,2718.77,1426.08,0.5245313137926342,2718.77,200.0,113,57.0,North,Free,Organic,0,0.0,0,0,0.0,2718.77
C04056,0.4188555364426529,41.89,High Risk,Medium Value,High Priority,0,1,2,6619.96,3730.19,0.5634762143577907,3309.98,100.0,123,43.0,East,Free,Email,0,0.0,136,0,0.0,3309.98
C08847,0.4186799390310351,41.87,High Risk,Medium Value,High Priority,0,1,2,10327.039999999999,5405.95,0.5234752649355479,5163.5199999999995,250.0,236,28.0,South,Free,Social Media,0,0.0,25,0,0.0,5163.5199999999995
C06533,0.4184965017512417,41.85,High Risk,Low Value,Medium Priority,1,1,1,1133.83,600.45,0.5295767443091117,1133.83,150.0,225,20.0,South,Free,Paid Ads,0,0.0,0,0,0.0,1133.83
C04288,0.41840475094500224,41.84,High Risk,High Value,Critical Priority,1,1,6,19508.99,10085.77,0.5169806330312333,3251.4983333333334,133.33333333333334,110,30.0,North,Free,Social Media,0,0.0,139,0,0.0,3251.4983333333334
C09043,0.41823228239610566,41.82,High Risk,Medium Value,High Priority,1,1,4,6974.52,3187.7200000000003,0.4570522415879516,1743.63,112.5,80,20.0,South,Free,Social Media,0,0.0,183,1,0.25,1743.63
C02295,0.41811467144474584,41.81,High Risk,Medium Value,High Priority,0,1,3,9252.82,4936.719999999999,0.5335368028341629,3084.273333333333,150.0,105,21.0,East,Free,Social Media,0,0.0,137,0,0.0,3084.273333333333
C01553,0.4180676668367103,41.81,High Risk,Medium Value,High Priority,0,1,1,8945.59,4681.7,0.5233528476042385,8945.59,500.0,268,32.0,South,Free,Referral,0,0.0,0,0,0.0,8945.59
C02652,0.4180325782552356,41.8,High Risk,Low Value,Medium Priority,1,1,1,1547.21,567.48,0.3667763264198137,1547.21,200.0,152,49.0,West,Free,Organic,0,0.0,0,0,0.0,1547.21
C05011,0.41795341234445255,41.8,High Risk,Medium Value,High Priority,0,1,3,8431.27,4424.79,0.5248070575370021,2810.4233333333336,200.0,91,60.0,East,Free,Email,0,0.0,145,0,0.0,2810.4233333333336
C01942,0.41780721149128164,41.78,High Risk,Medium Value,High Priority,1,1,4,15806.89,8405.93,0.531788985689152,3951.7225,62.5,52,30.0,West,Free,Social Media,0,0.0,88,1,0.25,3951.7225
C03323,0.4176679942030445,41.77,High Risk,Low Value,Medium Priority,0,1,3,1954.47,860.61,0.44032909177424057,651.49,83.33333333333333,61,54.0,South,Free,Social Media,0,0.0,107,0,0.0,651.49
C09936,0.41764176839245887,41.76,High Risk,Medium Value,High Priority,0,1,1,9060.37,5346.08,0.5900509581838269,9060.37,0.0,252,41.0,East,Free,Email,0,0.0,0,0,0.0,9060.37
C01906,0.4175863262949799,41.76,High Risk,Low Value,Medium Priority,0,1,3,1832.71,542.35,0.29592788820926386,610.9033333333333,133.33333333333334,109,20.0,East,Free,Email,0,0.0,91,0,0.0,610.9033333333333
C08401,0.4174986956389217,41.75,High Risk,Low Value,Medium Priority,1,1,3,6259.31,2619.04,0.4184231169250284,2086.436666666667,266.6666666666667,46,41.0,West,Free,Social Media,0,0.0,162,0,0.0,2086.436666666667
C07494,0.41745277591184626,41.75,High Risk,Medium Value,High Priority,0,1,2,9244.439999999999,4634.1900000000005,0.5012948323532849,4622.219999999999,150.0,2,21.0,North,Free,Email,0,0.0,20,1,0.5,4622.219999999999
C00795,0.41736931333633404,41.74,High Risk,Low Value,Medium Priority,1,1,4,3719.7200000000003,1552.3500000000001,0.41732979901713035,929.9300000000001,187.5,81,35.0,East,Free,Social Media,0,0.0,163,1,0.25,929.9300000000001
C06987,0.41721338736941826,41.72,High Risk,Medium Value,High Priority,0,1,5,8957.41,3215.54,0.3589810000881951,1791.482,90.0,79,27.0,West,Free,Social Media,0,0.0,123,0,0.0,1791.482
C04570,0.4171975542852092,41.72,High Risk,Low Value,Medium Priority,0,1,1,2665.59,1535.28,0.5759625448774942,2665.59,200.0,124,49.0,South,Free,Social Media,0,0.0,0,0,0.0,2665.59
C09685,0.4170394936778617,41.7,High Risk,Low Value,Medium Priority,1,1,2,6952.09,2696.86,0.38792075476583304,3476.045,150.0,204,50.0,North,Free,Organic,0,0.0,27,0,0.0,3476.045
C00565,0.41696529550712047,41.7,High Risk,High Value,Critical Priority,0,1,3,18908.91,10978.75,0.5806125260525329,6302.97,133.33333333333334,140,23.0,West,Free,Social Media,0,0.0,76,0,0.0,6302.97
C05139,0.41690681145537595,41.69,High Risk,Low Value,Medium Priority,1,1,2,4102.08,1666.87,0.40634751150635773,2051.04,350.0,108,24.0,North,Free,Paid Ads,0,0.0,90,0,0.0,2051.04
C06984,0.41683840489770957,41.68,High Risk,Low Value,Medium Priority,1,1,1,5148.32,2542.83,0.4939145196879759,5148.32,100.0,33,32.0,South,Free,Email,0,0.0,0,0,0.0,5148.32
C08350,0.41680073224325953,41.68,High Risk,Medium Value,High Priority,0,1,2,8316.31,3778.33,0.4543277006268405,4158.155,175.0,222,49.0,North,Free,Organic,0,0.0,49,0,0.0,4158.155
C06201,0.4166517633735765,41.67,High Risk,Low Value,Medium Priority,0,1,1,3363.77,1756.51,0.5221849294095613,3363.77,50.0,160,43.0,North,Free,Paid Ads,0,0.0,0,0,0.0,3363.77
C03670,0.4164077633235301,41.64,High Risk,Low Value,Medium Priority,0,1,1,3817.74,2120.91,0.5555407125681686,3817.74,50.0,223,45.0,West,Free,Organic,0,0.0,0,0,0.0,3817.74
C08217,0.4163913027234465,41.64,High Risk,Low Value,Medium Priority,1,1,3,4810.4400000000005,2193.76,0.45604144319438555,1603.4800000000002,116.66666666666667,109,32.0,North,Free,Social Media,0,0.0,157,1,0.3333333333333333,1603.4800000000002
C08187,0.4163687732309659,41.64,High Risk,Medium Value,High Priority,0,1,3,9870.36,4407.59,0.4465480489060176,3290.1200000000003,250.0,76,22.0,West,Free,Email,0,0.0,160,0,0.0,3290.1200000000003
C02701,0.41622781258188735,41.62,High Risk,Low Value,Medium Priority,0,1,3,2746.63,1115.27,0.40605032348732806,915.5433333333334,116.66666666666667,23,39.0,North,Free,Social Media,0,0.0,105,1,0.3333333333333333,915.5433333333334
C00887,0.41616321790167765,41.62,High Risk,Low Value,Medium Priority,1,1,1,2772.28,1603.64,0.5784552786875784,2772.28,0.0,155,46.0,North,Free,Email,1,0.5,0,0,0.0,2772.28
C07002,0.41604684131175307,41.6,High Risk,Low Value,Medium Priority,1,1,2,4796.9400000000005,2367.13,0.4934666683343965,2398.4700000000003,250.0,24,22.0,East,Free,Email,0,0.0,8,0,0.0,2398.4700000000003
C05289,0.4160411511739628,41.6,High Risk,Low Value,Medium Priority,0,1,1,2860.04,1514.94,0.529691892421085,2860.04,300.0,160,39.0,East,Free,Referral,0,0.0,0,0,0.0,2860.04
C01931,0.4159703447857959,41.6,High Risk,Medium Value,High Priority,0,1,3,9490.539999999999,3840.86,0.40470405266718235,3163.513333333333,133.33333333333334,222,42.0,North,Free,Organic,0,0.0,43,0,0.0,3163.513333333333
C07916,0.4157651176132101,41.58,High Risk,Low Value,Medium Priority,0,1,4,2697.12,683.24,0.2533220620513733,674.28,212.5,105,45.0,West,Free,Paid Ads,0,0.0,132,1,0.25,674.28
C00522,0.41543602031279364,41.54,High Risk,Low Value,Medium Priority,1,1,1,1466.04,808.54,0.5515129191563668,1466.04,0.0,189,30.0,West,Free,Paid Ads,0,0.0,0,0,0.0,1466.04
