event_id,customer_id,session_id,event_date,event_type,product_id,device,experiment_group
E0000222,C00141,S102982,2025-11-25 06:42:43,Visit,,Mobile,Treatment
E0000223,C02664,S114878,2025-05-29 08:45:52,Visit,,Mobile,Treatment
E0000224,C05372,S084059,2025-03-21 01:25:42,Visit,,Tablet,Treatment
E0000225,C07246,S080290,2025-12-16 21:08:03,Visit,,Desktop,Treatment
E0000226,C04574,S055103,2025-07-12 18:00:12,Visit,,Mobile,Treatment
E0000227,C07648,S010238,2025-08-30 10:50:45,Visit,,Mobile,Treatment
E0000228,C04190,S096380,2025-12-25 05:06:44,Visit,,Tablet,Control
E0000229,C04229,S101325,2025-06-09 18:13:46,Visit,,Mobile,Control
E0000230,C08713,S018354,2025-11-17 16:09:21,Visit,,Desktop,Treatment
E0000231,C02036,S039606,2025-04-11 05:51:58,Visit,,Desktop,Treatment
E0000232,C01287,S062410,2025-03-08 13:37:28,Visit,,Mobile,Treatment
E0000233,C06624,S078567,2025-04-12 02:57:37,Visit,,Mobile,Control
E0000234,C05115,S080664,2025-01-16 21:33:11,Visit,,Mobile,Treatment
E0000235,C06948,S070153,2025-09-11 04:43:39,Visit,,Mobile,Control
E0000236,C00342,S095491,2025-05-01 02:54:12,Visit,,Desktop,Treatment
E0000237,C02266,S081977,2025-07-26 18:19:27,Visit,,Mobile,Treatment
E0000238,C04922,S104724,2025-03-28 11:33:45,Visit,,Mobile,Control
E0000239,C07604,S041832,2025-09-24 18:22:43,Visit,,Tablet,Treatment
E0000240,C05881,S054542,2025-07-13 22:13:35,Visit,,Mobile,Control
E0000241,C07716,S089468,2025-12-18 02:37:08,Visit,,Mobile,Control
E0000242,C08819,S058067,2025-05-12 10:09:22,Visit,,Desktop,Control
E0000243,C01524,S085141,2025-09-19 11:38:34,Visit,,Desktop,Control
E0000244,C07049,S057339,2025-05-11 09:34:37,Visit,,Desktop,Treatment
E0000245,C06503,S026173,2025-09-28 16:44:57,Visit,,Mobile,Treatment
E0000246,C08811,S058531,2025-12-23 20:54:13,Visit,,Mobile,Treatment
E0000247,C00798,S057320,2025-01-24 07:15:48,Visit,,Desktop,Control
E0000248,C07082,S055326,2025-04-13 10:08:33,Visit,,Desktop,Treatment
E0000249,C03690,S025474,2025-10-02 13:04:21,Visit,,Mobile,Treatment
E0000250,C04346,S097788,2025-09-10 05:04:30,Visit,,Mobile,Treatment
E0000251,C04350,S094654,2025-05-18 17:02:46,Visit,,Mobile,Treatment
E0000252,C02695,S036211,2025-10-22 04:45:19,Visit,,Mobile,Control
E0000253,C03455,S067084,2025-12-21 23:37:17,Visit,,Desktop,Control
E0000254,C08373,S045507,2025-06-04 04:30:58,Visit,,Mobile,Control
E0000255,C03098,S025067,2025-02-26 06:08:07,Visit,,Mobile,Treatment
E0000256,C02303,S020052,2025-07-07 00:36:28,Visit,,Tablet,Control
E0000257,C07168,S055842,2025-03-13 11:14:54,Visit,,Mobile,Treatment
E0000258,C08878,S098062,2025-09-21 09:21:57,Visit,,Desktop,Control
E0000259,C02455,S067736,2025-10-08 17:30:07,Visit,,Mobile,Control
E0000260,C01136,S081439,2025-10-07 01:54:10,Visit,,Mobile,Treatment
E0000261,C07161,S073157,2025-04-29 23:01:52,Visit,,Tablet,Treatment
E0000262,C05049,S087969,2025-05-17 07:15:32,Visit,,Mobile,Treatment
E0000263,C05346,S036025,2025-12-09 03:06:16,Visit,,Mobile,Control
E0000264,C08799,S065651,2025-04-26 19:28:35,Visit,,Mobile,Control
E0000265,C08487,S051876,2025-02-18 16:07:55,Visit,,Desktop,Control
E0000266,C01724,S045816,2025-07-20 04:55:18,Visit,,Mobile,Treatment
E0000267,C06489,S059890,2025-12-10 01:30:46,Visit,,Tablet,Control
E0000268,C05194,S097682,2025-08-19 11:40:38,Visit,,Mobile,Control
E0000269,C00862,S057689,2025-12-13 16:30:20,Visit,,Mobile,Control
E0000270,C05854,S096192,2025-05-26 23:47:13,Visit,,Mobile,Treatment
E0000271,C07224,S103930,2025-08-28 14:13:09,Visit,,Desktop,Control
E0000272,C04170,S062300,2025-02-03 02:13:19,Visit,,Mobile,Control
E0000273,C00338,S098113,2025-10-31 21:29:58,Visit,,Mobile,Control
E0000274,C09877,S054142,2025-07-02 07:04:38,Visit,,Mobile,Treatment
E0000275,C06528,S040106,2025-02-23 14:46:10,Visit,,Mobile,Treatment
E0000276,C04384,S018570,2025-01-08 23:05:24,Visit,,Mobile,Control
E0000277,C01066,S050812,2025-08-14 15:57:54,Visit,,Desktop,Control
E0000278,C02502,S100149,2025-03-09 10:59:12,Visit,,Desktop,Treatment
E0000279,C03724,S000068,2025-10-22 19:17:45,Visit,,Desktop,Control
E0000280,C08767,S013156,2025-12-23 18:26:11,Visit,,Desktop,Treatment
E0000281,C05872,S077283,2025-06-02 01:20:50,Visit,,Tablet,Control
E0000282,C09072,S083888,2025-07-23 07:03:13,Visit,,Desktop,Control
E0000283,C02391,S084102,2025-06-06 09:48:49,Visit,,Mobile,Control
E0000284,C00834,S089069,2025-02-13 23:13:56,Visit,,Mobile,Control
E0000285,C05243,S013088,2025-09-07 18:45:53,Visit,,Desktop,Treatment
E0000286,C00321,S010138,2025-05-24 11:51:02,Visit,,Mobile,Treatment
E0000287,C09214,S109786,2025-04-13 08:58:53,Visit,,Mobile,Control
E0000288,C09999,S042201,2025-04-23 14:45:25,Visit,,Mobile,Treatment
E0000289,C04042,S030664,2025-12-02 10:17:33,Visit,,Desktop,Treatment
E0000290,C04201,S069707,2025-06-27 20:44:12,Visit,,Mobile,Control
E0000291,C00036,S110719,2025-04-06 20:16:25,Visit,,Mobile,Treatment
E0000292,C07933,S075916,2025-11-29 21:59:54,Visit,,Mobile,Control
E0000293,C09640,S030595,2025-12-22 14:45:13,Visit,,Mobile,Control
E0000294,C02938,S002673,2025-05-29 21:20:20,Visit,,Mobile,Control
E0000295,C05769,S087767,2025-06-17 13:57:10,Visit,,Mobile,Treatment
E0000296,C07713,S000449,2025-07-09 06:01:46,Visit,,Mobile,Treatment
E0000297,C05325,S029960,2025-07-30 01:02:17,Visit,,Desktop,Control
E0000298,C01997,S076267,2025-10-22 19:10:01,Visit,,Tablet,Control
E0000299,C05222,S029923,2025-02-11 15:56:16,Visit,,Mobile,Control
E0000300,C04517,S030123,2025-04-28 08:30:27,Visit,,Desktop,Treatment
E0000301,C02876,S031487,2025-07-01 07:19:45,Visit,,Mobile,Treatment
E0000302,C04797,S089611,2025-10-06 23:14:07,Visit,,Mobile,Control
E0000303,C05020,S086110,2025-03-20 08:37:48,Visit,,Mobile,Treatment
E0000304,C05164,S096154,2025-02-28 20:00:22,Visit,,Mobile,Treatment
E0000305,C06633,S021839,2025-09-19 09:33:16,Visit,,Mobile,Control
E0000306,C04695,S024699,2025-07-10 21:30:04,Visit,,Mobile,Control
E0000307,C01367,S077423,2025-12-18 13:56:06,Visit,,Mobile,Treatment
E0000308,C05616,S001829,2025-11-02 08:08:27,Visit,,Mobile,Control
E0000309,C09037,S044213,2025-09-19 11:07:56,Visit,,Mobile,Treatment
E0000310,C07931,S043851,2025-08-29 11:56:18,Visit,,Tablet,Treatment
E0000311,C03612,S076523,2025-10-10 16:44:23,Visit,,Mobile,Treatment
E0000312,C09579,S019839,2025-12-12 08:49:56,Visit,,Mobile,Control
E0000313,C04328,S017195,2025-03-10 23:48:17,Visit,,Mobile,Treatment
E0000314,C05384,S086433,2025-02-06 18:23:06,Visit,,Mobile,Treatment
E0000315,C01905,S033185,2025-01-28 09:13:27,Visit,,Mobile,Control
E0000316,C02385,S073594,2025-03-08 11:26:51,Visit,,Desktop,Control
E0000317,C08267,S064199,2025-04-15 10:44:12,Visit,,Mobile,Control
E0000318,C05929,S093106,2025-06-05 06:54:22,Visit,,Mobile,Treatment
E0000319,C00938,S083373,2025-05-22 07:32:02,Visit,,Tablet,Control
E0000320,C05347,S082332,2025-06-30 16:17:29,Visit,,Desktop,Treatment
E0000321,C03991,S112210,2025-10-24 01:18:44,Visit,,Mobile,Control
E0000322,C06580,S089182,2025-02-16 11:21:15,Visit,,Desktop,Control
E0000323,C08278,S044093,2025-10-28 17:40:55,Visit,,Mobile,Treatment
E0000324,C03926,S019231,2025-01-21 22:15:40,Visit,,Mobile,Treatment
E0000325,C01270,S001353,2025-12-15 01:37:38,Visit,,Desktop,Treatment
E0000326,C02361,S102835,2025-08-08 02:15:35,Visit,,Mobile,Treatment
E0000327,C02195,S036075,2025-04-02 16:59:56,Visit,,Mobile,Treatment
E0000328,C09592,S027383,2025-10-12 15:31:04,Visit,,Desktop,Control
E0000329,C03010,S028638,2025-06-17 11:52:47,Visit,,Mobile,Control
E0000330,C06400,S103016,2025-03-21 03:57:55,Visit,,Mobile,Treatment
E0000331,C06066,S070793,2025-12-03 17:30:00,Visit,,Tablet,Treatment
E0000332,C03217,S047272,2025-07-05 15:03:33,Visit,,Mobile,Treatment
E0000333,C03639,S091273,2025-12-21 20:30:05,Visit,,Mobile,Treatment
E0000334,C02125,S061506,2025-11-04 08:39:27,Visit,,Mobile,Control
E0000335,C04220,S006433,2025-07-12 10:35:20,Visit,,Mobile,Treatment
E0000336,C08704,S056168,2025-07-21 12:42:42,Visit,,Desktop,Control
E0000337,C04324,S040533,2025-03-22 15:03:12,Visit,,Mobile,Control
E0000338,C08022,S091120,2025-03-25 08:31:57,Visit,,Mobile,Control
E0000339,C02808,S038010,2025-05-20 14:38:04,Visit,,Mobile,Control
E0000340,C01926,S104279,2025-03-08 10:15:15,Visit,,Mobile,Control
E0000341,C06119,S031725,2025-02-11 05:19:52,Visit,,Desktop,Treatment
E0000342,C00758,S068074,2025-07-08 22:32:48,Visit,,Mobile,Treatment
E0000343,C02876,S025655,2025-11-12 00:28:10,Visit,,Mobile,Control
E0000344,C03705,S030834,2025-05-19 22:54:29,Visit,,Tablet,Treatment
E0000345,C07799,S005607,2025-05-12 05:27:40,Visit,,Mobile,Treatment
E0000346,C04897,S026356,2025-05-19 22:54:40,Visit,,Mobile,Treatment
E0000347,C06968,S049768,2025-04-10 14:13:46,Visit,,Mobile,Treatment
E0000348,C04805,S087882,2025-11-20 19:51:25,Visit,,Mobile,Treatment
