experiment_id,customer_id,experiment_name,group,assignment_date,converted
EXP00039,C05879,New_Product_Page,Control,2025-10-23 23:54:59,1
EXP00040,C03165,New_Product_Page,Control,2025-09-03 11:10:13,0
EXP00041,C04939,New_Product_Page,Control,2025-10-22 00:52:02,0
EXP00042,C01905,New_Product_Page,Control,2025-07-14 07:55:49,0
EXP00043,C09584,New_Product_Page,Control,2025-07-02 22:18:06,0
EXP00044,C05225,New_Product_Page,Treatment,2025-08-21 23:40:44,0
EXP00045,C00240,New_Product_Page,Control,2025-07-21 19:51:25,0
EXP00046,C07046,New_Product_Page,Treatment,2025-09-12 00:31:05,0
EXP00047,C02526,New_Product_Page,Control,2025-10-07 16:31:28,0
EXP00048,C03211,New_Product_Page,Control,2025-10-15 21:22:07,0
EXP00049,C01445,New_Product_Page,Control,2025-08-11 09:25:21,0
EXP00050,C04727,New_Product_Page,Treatment,2025-08-02 21:30:05,0
EXP00051,C01804,New_Product_Page,Treatment,2025-08-22 05:18:36,0
EXP00052,C06906,New_Product_Page,Control,2025-10-28 09:37:25,0
EXP00053,C08564,New_Product_Page,Control,2025-10-10 23:14:22,0
EXP00054,C02248,New_Product_Page,Treatment,2025-08-02 00:59:08,1
EXP00055,C08962,New_Product_Page,Treatment,2025-07-24 13:08:04,0
EXP00056,C06817,New_Product_Page,Control,2025-08-03 18:30:00,0
EXP00057,C06190,New_Product_Page,Treatment,2025-09-10 05:04:21,0
EXP00058,C02599,New_Product_Page,Treatment,2025-10-27 03:27:09,0
EXP00059,C06295,New_Product_Page,Control,2025-07-14 04:05:16,0
EXP00060,C09327,New_Product_Page,Control,2025-09-09 02:54:37,0
EXP00061,C07088,New_Product_Page,Control,2025-09-08 19:28:26,0
EXP00062,C05020,New_Product_Page,Control,2025-08-20 15:07:37,0
EXP00063,C07357,New_Product_Page,Control,2025-09-21 06:00:18,0
EXP00064,C07272,New_Product_Page,Treatment,2025-07-09 02:18:46,0
EXP00065,C08715,New_Product_Page,Treatment,2025-08-21 12:36:34,0
EXP00066,C04238,New_Product_Page,Treatment,2025-10-11 20:18:00,0
EXP00067,C01837,New_Product_Page,Treatment,2025-10-08 12:47:56,0
EXP00068,C02236,New_Product_Page,Control,2025-09-19 01:56:55,0
EXP00069,C09720,New_Product_Page,Control,2025-10-21 14:25:10,0
EXP00070,C06859,New_Product_Page,Control,2025-08-21 20:24:25,0
EXP00071,C07640,New_Product_Page,Treatment,2025-09-10 12:17:17,0
EXP00072,C04929,New_Product_Page,Treatment,2025-07-21 00:02:43,0
EXP00073,C00137,New_Product_Page,Control,2025-09-22 21:06:26,0
EXP00074,C01961,New_Product_Page,Control,2025-08-28 21:14:04,0
EXP00075,C04960,New_Product_Page,Control,2025-09-04 10:23:37,1
EXP00076,C03752,New_Product_Page,Control,2025-09-28 08:17:38,1
EXP00077,C02720,New_Product_Page,Control,2025-10-06 05:38:22,0
EXP00078,C06160,New_Product_Page,Control,2025-10-19 20:41:57,0
EXP00079,C02714,New_Product_Page,Control,2025-07-17 22:26:11,0
EXP00080,C00634,New_Product_Page,Treatment,2025-07-10 21:51:03,0
EXP00081,C05105,New_Product_Page,Control,2025-09-16 23:34:48,0
EXP00082,C01313,New_Product_Page,Control,2025-09-02 13:53:53,0
EXP00083,C01367,New_Product_Page,Treatment,2025-10-24 12:46:37,0
EXP00084,C06736,New_Product_Page,Control,2025-08-18 20:48:40,0
EXP00085,C00794,New_Product_Page,Control,2025-09-11 14:37:17,0
EXP00086,C06657,New_Product_Page,Control,2025-10-29 18:06:08,0
EXP00087,C00949,New_Product_Page,Control,2025-08-28 23:46:00,0
EXP00088,C08952,New_Product_Page,Treatment,2025-08-12 21:25:02,0
EXP00089,C03856,New_Product_Page,Treatment,2025-07-02 21:01:02,0
EXP00090,C02270,New_Product_Page,Treatment,2025-10-30 23:17:54,0
EXP00091,C05294,New_Product_Page,Control,2025-07-22 16:12:41,0
EXP00092,C02398,New_Product_Page,Treatment,2025-08-20 08:39:12,1
EXP00093,C02247,New_Product_Page,Treatment,2025-08-02 06:02:04,0
EXP00094,C09260,New_Product_Page,Control,2025-10-16 02:25:53,0
EXP00095,C00803,New_Product_Page,Control,2025-07-06 20:14:42,0
EXP00096,C02878,New_Product_Page,Control,2025-07-11 02:45:42,1
EXP00097,C05514,New_Product_Page,Control,2025-08-14 00:13:35,0
EXP00098,C04824,New_Product_Page,Treatment,2025-08-15 22:38:02,1
EXP00099,C02888,New_Product_Page,Treatment,2025-08-13 05:08:19,0
EXP00100,C00504,New_Product_Page,Treatment,2025-08-23 10:23:21,0
EXP00101,C05435,New_Product_Page,Control,2025-10-10 06:20:19,1
EXP00102,C01940,New_Product_Page,Treatment,2025-07-04 15:37:27,0
EXP00103,C02771,New_Product_Page,Control,2025-07-28 20:10:02,0
EXP00104,C00621,New_Product_Page,Treatment,2025-09-21 20:49:56,0
EXP00105,C05573,New_Product_Page,Treatment,2025-10-30 11:53:18,0
EXP00106,C04675,New_Product_Page,Control,2025-10-28 08:34:25,0
EXP00107,C08124,New_Product_Page,Control,2025-07-31 04:21:39,0
EXP00108,C07940,New_Product_Page,Treatment,2025-07-12 07:33:14,0
EXP00109,C02984,New_Product_Page,Control,2025-08-15 10:07:20,0
EXP00110,C01283,New_Product_Page,Treatment,2025-07-27 20:39:07,0
EXP00111,C04126,New_Product_Page,Control,2025-07-29 10:19:25,0
EXP00112,C05015,New_Product_Page,Control,2025-09-19 02:06:59,0
EXP00113,C06797,New_Product_Page,Treatment,2025-08-28 17:37:48,0
EXP00114,C01080,New_Product_Page,Control,2025-07-07 16:49:49,0
EXP00115,C05630,New_Product_Page,Treatment,2025-08-12 13:14:11,0
EXP00116,C02171,New_Product_Page,Control,2025-08-03 05:39:24,0
EXP00117,C06973,New_Product_Page,Treatment,2025-08-12 06:09:57,0
EXP00118,C07672,New_Product_Page,Treatment,2025-08-18 14:49:59,0
EXP00119,C01717,New_Product_Page,Control,2025-08-09 00:58:36,0
EXP00120,C02387,New_Product_Page,Control,2025-08-03 07:10:04,0
EXP00121,C06702,New_Product_Page,Control,2025-07-22 10:34:20,0
EXP00122,C05577,New_Product_Page,Treatment,2025-07-02 22:14:39,0
EXP00123,C09819,New_Product_Page,Treatment,2025-08-10 14:33:58,0
EXP00124,C05938,New_Product_Page,Control,2025-07-29 12:48:18,0
EXP00125,C02689,New_Product_Page,Treatment,2025-09-27 06:48:28,1
EXP00126,C05942,New_Product_Page,Control,2025-09-24 13:49:57,0
EXP00127,C01275,New_Product_Page,Treatment,2025-10-04 14:49:44,0
EXP00128,C03451,New_Product_Page,Control,2025-09-30 04:50:29,0
EXP00129,C09085,New_Product_Page,Treatment,2025-08-04 06:35:38,1
EXP00130,C08949,New_Product_Page,Control,2025-09-24 14:28:26,1
EXP00131,C05226,New_Product_Page,Control,2025-08-14 08:26:00,0
EXP00132,C01158,New_Product_Page,Control,2025-08-15 02:28:18,0
EXP00133,C04476,New_Product_Page,Control,2025-10-30 02:51:59,0
EXP00134,C09198,New_Product_Page,Treatment,2025-09-24 21:09:27,1
EXP00135,C07664,New_Product_Page,Control,2025-09-28 14:19:50,0
EXP00136,C04987,New_Product_Page,Treatment,2025-08-05 23:49:47,0
EXP00137,C06078,New_Product_Page,Control,2025-10-03 06:05:55,0
EXP00138,C00010,New_Product_Page,Treatment,2025-10-21 06:21:54,0
EXP00139,C01041,New_Product_Page,Treatment,2025-10-10 16:13:39,0
EXP00140,C09528,New_Product_Page,Control,2025-07-22 22:30:09,0
EXP00141,C02726,New_Product_Page,Treatment,2025-09-02 09:29:10,0
EXP00142,C09178,New_Product_Page,Treatment,2025-10-10 20:06:57,0
EXP00143,C03075,New_Product_Page,Control,2025-08-22 05:23:22,0
EXP00144,C02083,New_Product_Page,Treatment,2025-10-20 20:05:20,0
EXP00145,C09185,New_Product_Page,Treatment,2025-09-28 08:37:29,0
EXP00146,C09129,New_Product_Page,Control,2025-09-12 11:49:00,0
EXP00147,C04228,New_Product_Page,Treatment,2025-10-17 10:11:11,1
EXP00148,C01134,New_Product_Page,Treatment,2025-08-21 04:19:27,0
EXP00149,C08978,New_Product_Page,Control,2025-09-25 02:43:17,0
EXP00150,C09014,New_Product_Page,Treatment,2025-08-05 06:44:43,0
EXP00151,C00645,New_Product_Page,Control,2025-07-01 01:37:56,0
EXP00152,C01680,New_Product_Page,Control,2025-09-20 19:35:24,0
EXP00153,C06704,New_Product_Page,Control,2025-07-28 02:41:05,0
EXP00154,C03048,New_Product_Page,Treatment,2025-07-03 07:26:44,0
EXP00155,C04634,New_Product_Page,Treatment,2025-09-03 18:00:40,0
EXP00156,C01787,New_Product_Page,Treatment,2025-07-13 04:14:29,1
EXP00157,C02251,New_Product_Page,Treatment,2025-09-25 20:22:44,0
EXP00158,C03515,New_Product_Page,Treatment,2025-10-02 06:21:03,0
EXP00159,C08899,New_Product_Page,Control,2025-07-16 17:54:40,0
EXP00160,C02614,New_Product_Page,Treatment,2025-10-19 01:15:51,0
EXP00161,C09529,New_Product_Page,Treatment,2025-09-05 15:01:02,0
EXP00162,C07152,New_Product_Page,Treatment,2025-09-10 18:30:21,0
EXP00163,C05637,New_Product_Page,Treatment,2025-09-13 00:13:56,0
EXP00164,C01289,New_Product_Page,Treatment,2025-08-08 12:24:09,0
EXP00165,C01731,New_Product_Page,Control,2025-10-04 01:44:43,0
EXP00166,C02573,New_Product_Page,Control,2025-09-09 14:47:55,0
EXP00167,C03627,New_Product_Page,Treatment,2025-10-24 01:23:29,0
EXP00168,C05113,New_Product_Page,Control,2025-08-20 18:57:11,0
EXP00169,C09656,New_Product_Page,Treatment,2025-07-25 08:43:31,1
EXP00170,C03764,New_Product_Page,Treatment,2025-07-25 00:50:27,0
EXP00171,C08004,New_Product_Page,Treatment,2025-08-02 12:58:16,0
EXP00172,C03331,New_Product_Page,Control,2025-08-07 03:25:38,0
EXP00173,C08455,New_Product_Page,Treatment,2025-09-18 06:41:41,0
EXP00174,C05982,New_Product_Page,Control,2025-08-27 09:44:20,0
EXP00175,C05479,New_Product_Page,Control,2025-08-06 06:13:04,0
EXP00176,C08647,New_Product_Page,Treatment,2025-09-11 17:33:24,0
EXP00177,C08653,New_Product_Page,Treatment,2025-09-15 13:14:13,0
EXP00178,C05641,New_Product_Page,Control,2025-09-05 01:23:29,0
EXP00179,C07169,New_Product_Page,Treatment,2025-08-02 06:33:58,0
EXP00180,C05186,New_Product_Page,Treatment,2025-10-28 19:30:00,0
EXP00181,C05614,New_Product_Page,Treatment,2025-09-06 19:39:36,0
EXP00182,C05579,New_Product_Page,Treatment,2025-09-25 18:57:51,1
EXP00183,C06115,New_Product_Page,Control,2025-08-06 04:11:20,0
EXP00184,C09797,New_Product_Page,Control,2025-08-04 08:42:23,0
EXP00185,C03499,New_Product_Page,Control,2025-07-31 05:49:57,0
EXP00186,C07484,New_Product_Page,Treatment,2025-07-19 05:01:06,0
EXP00187,C02778,New_Product_Page,Treatment,2025-08-20 18:30:56,0
EXP00188,C06529,New_Product_Page,Treatment,2025-07-02 21:44:55,0
EXP00189,C07273,New_Product_Page,Treatment,2025-07-29 19:18:06,0
EXP00190,C08759,New_Product_Page,Control,2025-10-16 11:11:07,0
EXP00191,C05918,New_Product_Page,Treatment,2025-07-05 08:18:35,0
EXP00192,C07257,New_Product_Page,Treatment,2025-08-23 14:28:12,0
EXP00193,C05499,New_Product_Page,Treatment,2025-10-03 19:12:41,0
EXP00194,C06618,New_Product_Page,Control,2025-08-08 22:32:30,0
EXP00195,C01531,New_Product_Page,Control,2025-09-16 23:40:56,0
EXP00196,C00265,New_Product_Page,Control,2025-08-08 13:52:53,0
EXP00197,C05193,New_Product_Page,Control,2025-08-30 01:22:09,1
EXP00198,C06435,New_Product_Page,Control,2025-07-05 20:38:07,0
EXP00199,C06624,New_Product_Page,Control,2025-07-02 21:42:32,0
EXP00200,C00658,New_Product_Page,Treatment,2025-09-08 09:16:22,1
EXP00201,C02341,New_Product_Page,Control,2025-08-23 08:49:34,0
EXP00202,C02259,New_Product_Page,Control,2025-08-14 19:20:09,0
EXP00203,C04638,New_Product_Page,Control,2025-09-20 04:55:51,1
EXP00204,C04204,New_Product_Page,Control,2025-08-28 05:21:57,1
EXP00205,C08472,New_Product_Page,Treatment,2025-09-06 08:49:11,1
EXP00206,C03748,New_Product_Page,Control,2025-09-01 04:47:58,1
EXP00207,C09816,New_Product_Page,Treatment,2025-09-19 23:58:06,0
EXP00208,C09177,New_Product_Page,Control,2025-07-12 15:41:17,0
EXP00209,C00174,New_Product_Page,Treatment,2025-07-17 11:36:15,0
EXP00210,C09240,New_Product_Page,Treatment,2025-07-26 15:00:33,0
EXP00211,C08280,New_Product_Page,Treatment,2025-10-22 16:11:43,0
EXP00212,C03705,New_Product_Page,Treatment,2025-08-05 19:32:20,0
EXP00213,C03574,New_Product_Page,Treatment,2025-10-16 20:17:26,0
EXP00214,C03125,New_Product_Page,Control,2025-10-24 01:07:30,0
EXP00215,C02563,New_Product_Page,Control,2025-07-20 06:51:20,0
EXP00216,C04542,New_Product_Page,Control,2025-09-04 07:37:17,0
EXP00217,C02123,New_Product_Page,Control,2025-10-19 04:29:34,0
EXP00218,C06161,New_Product_Page,Treatment,2025-10-24 11:07:27,0
EXP00219,C09505,New_Product_Page,Treatment,2025-09-14 12:35:08,0
EXP00220,C00960,New_Product_Page,Control,2025-09-05 21:05:09,0
EXP00221,C01484,New_Product_Page,Control,2025-07-03 00:29:20,0
EXP00222,C05085,New_Product_Page,Control,2025-07-14 02:51:50,0
EXP00223,C05583,New_Product_Page,Treatment,2025-09-27 09:59:08,0
EXP00224,C08758,New_Product_Page,Treatment,2025-07-16 13:00:01,0
EXP00225,C09593,New_Product_Page,Treatment,2025-07-01 11:05:49,0
EXP00226,C08669,New_Product_Page,Treatment,2025-10-01 16:07:57,0
EXP00227,C06824,New_Product_Page,Treatment,2025-08-28 20:05:53,0
EXP00228,C06392,New_Product_Page,Control,2025-07-28 11:29:41,0
EXP00229,C00133,New_Product_Page,Control,2025-07-08 06:50:50,0
EXP00230,C08945,New_Product_Page,Treatment,2025-07-31 16:17:48,0
EXP00231,C03122,New_Product_Page,Control,2025-07-13 15:45:49,0
EXP00232,C02512,New_Product_Page,Treatment,2025-10-24 18:04:46,0
EXP00233,C02691,New_Product_Page,Treatment,2025-09-21 16:18:43,0
EXP00234,C09588,New_Product_Page,Treatment,2025-08-26 09:41:13,0
EXP00235,C04255,New_Product_Page,Treatment,2025-07-27 12:03:37,0
EXP00236,C00044,New_Product_Page,Treatment,2025-09-30 01:07:47,0
EXP00237,C01812,New_Product_Page,Treatment,2025-09-14 18:13:05,0
EXP00238,C09444,New_Product_Page,Treatment,2025-09-16 02:50:19,1
EXP00239,C04030,New_Product_Page,Treatment,2025-07-09 19:58:44,0
EXP00240,C01030,New_Product_Page,Treatment,2025-10-16 04:58:01,0
EXP00241,C09586,New_Product_Page,Control,2025-09-24 02:36:21,0
EXP00242,C05428,New_Product_Page,Control,2025-07-21 13:23:14,0
EXP00243,C06438,New_Product_Page,Control,2025-07-11 11:42:44,0
EXP00244,C06476,New_Product_Page,Treatment,2025-09-06 09:37:41,1
EXP00245,C08201,New_Product_Page,Treatment,2025-10-16 00:25:48,0
EXP00246,C06022,New_Product_Page,Control,2025-07-29 08:46:56,1
EXP00247,C00699,New_Product_Page,Control,2025-09-11 14:12:16,0
EXP00248,C08595,New_Product_Page,Control,2025-07-27 07:06:26,0
EXP00249,C06195,New_Product_Page,Treatment,2025-10-22 12:21:56,0
EXP00250,C08806,New_Product_Page,Treatment,2025-08-11 08:41:26,0
EXP00251,C04693,New_Product_Page,Treatment,2025-08-18 08:09:15,0
EXP00252,C02250,New_Product_Page,Treatment,2025-08-19 18:47:03,0
EXP00253,C01111,New_Product_Page,Control,2025-10-13 07:14:09,0
EXP00254,C00867,New_Product_Page,Treatment,2025-07-06 06:58:25,0
EXP00255,C03768,New_Product_Page,Control,2025-09-18 04:06:31,0
EXP00256,C00832,New_Product_Page,Control,2025-08-21 09:46:45,1
EXP00257,C03221,New_Product_Page,Treatment,2025-07-26 13:01:41,0
EXP00258,C07280,New_Product_Page,Treatment,2025-10-14 06:37:30,0
EXP00259,C07725,New_Product_Page,Treatment,2025-10-01 13:30:09,0
EXP00260,C05943,New_Product_Page,Control,2025-08-04 08:23:02,0
EXP00261,C05750,New_Product_Page,Control,2025-09-18 21:52:54,0
EXP00262,C07207,New_Product_Page,Control,2025-10-13 18:19:14,0
EXP00263,C03495,New_Product_Page,Treatment,2025-07-21 09:00:25,0
EXP00264,C05231,New_Product_Page,Control,2025-10-18 11:26:10,0
EXP00265,C00185,New_Product_Page,Control,2025-07-12 05:12:20,0
EXP00266,C02143,New_Product_Page,Treatment,2025-09-26 19:12:20,0
EXP00267,C02669,New_Product_Page,Control,2025-09-05 13:36:48,0
EXP00268,C09122,New_Product_Page,Treatment,2025-09-25 19:50:52,0
EXP00269,C09804,New_Product_Page,Control,2025-09-20 16:31:30,1
EXP00270,C05473,New_Product_Page,Control,2025-09-24 10:45:57,0
EXP00271,C07035,New_Product_Page,Treatment,2025-08-29 01:44:16,0
EXP00272,C00123,New_Product_Page,Treatment,2025-10-25 13:34:39,0
EXP00273,C05696,New_Product_Page,Control,2025-07-22 10:25:36,0
EXP00274,C02661,New_Product_Page,Control,2025-08-06 05:27:02,0
EXP00275,C03859,New_Product_Page,Control,2025-08-26 16:19:14,0
EXP00276,C03337,New_Product_Page,Control,2025-07-23 01:38:07,0
EXP00277,C00784,New_Product_Page,Treatment,2025-10-15 14:48:41,0
EXP00278,C03588,New_Product_Page,Treatment,2025-07-19 05:43:14,0
EXP00279,C03228,New_Product_Page,Control,2025-10-15 06:04:04,0
EXP00280,C00851,New_Product_Page,Control,2025-07-03 22:43:30,0
EXP00281,C04650,New_Product_Page,Control,2025-09-30 01:56:25,1
EXP00282,C05308,New_Product_Page,Control,2025-08-08 14:59:53,0
EXP00283,C02699,New_Product_Page,Treatment,2025-09-15 09:31:44,0
EXP00284,C03517,New_Product_Page,Treatment,2025-08-04 14:15:50,0
EXP00285,C09875,New_Product_Page,Control,2025-07-21 23:45:36,0
EXP00286,C04081,New_Product_Page,Treatment,2025-10-22 20:47:47,0
EXP00287,C03722,New_Product_Page,Control,2025-07-09 13:12:35,0
EXP00288,C06541,New_Product_Page,Treatment,2025-10-04 06:02:20,0
EXP00289,C07449,New_Product_Page,Treatment,2025-07-14 22:18:18,0
EXP00290,C09761,New_Product_Page,Treatment,2025-10-01 09:40:47,0
EXP00291,C02097,New_Product_Page,Treatment,2025-08-13 23:11:36,0
EXP00292,C03031,New_Product_Page,Treatment,2025-08-21 06:09:35,0
EXP00293,C03817,New_Product_Page,Control,2025-10-13 10:59:53,1
EXP00294,C04810,New_Product_Page,Treatment,2025-10-25 09:02:47,0
EXP00295,C01061,New_Product_Page,Control,2025-10-07 18:59:29,0
EXP00296,C07212,New_Product_Page,Treatment,2025-07-29 10:21:54,0
EXP00297,C05324,New_Product_Page,Control,2025-07-08 10:59:34,0
EXP00298,C01673,New_Product_Page,Treatment,2025-10-20 18:56:20,0
EXP00299,C02221,New_Product_Page,Treatment,2025-08-21 20:13:27,0
EXP00300,C03676,New_Product_Page,Control,2025-08-18 19:13:16,0
EXP00301,C09995,New_Product_Page,Treatment,2025-10-07 05:48:37,0
EXP00302,C05578,New_Product_Page,Control,2025-08-11 16:27:07,0
EXP00303,C07427,New_Product_Page,Treatment,2025-09-10 03:21:47,1
EXP00304,C08167,New_Product_Page,Control,2025-07-30 22:38:50,0
EXP00305,C00160,New_Product_Page,Treatment,2025-10-07 12:51:56,1
EXP00306,C02594,New_Product_Page,Control,2025-09-02 17:28:01,0
EXP00307,C08166,New_Product_Page,Treatment,2025-07-11 14:47:43,0
EXP00308,C08155,New_Product_Page,Treatment,2025-09-21 00:16:43,0
EXP00309,C03201,New_Product_Page,Control,2025-09-28 07:48:52,0
EXP00310,C00111,New_Product_Page,Treatment,2025-09-25 15:29:45,0
EXP00311,C01269,New_Product_Page,Control,2025-09-30 04:53:57,0
EXP00312,C01770,New_Product_Page,Control,2025-10-07 18:21:21,0
EXP00313,C01211,New_Product_Page,Control,2025-07-09 19:46:20,0
EXP00314,C02609,New_Product_Page,Treatment,2025-07-09 07:01:50,0
EXP00315,C05232,New_Product_Page,Treatment,2025-07-04 13:31:19,0
EXP00316,C03381,New_Product_Page,Control,2025-09-11 03:31:27,1
EXP00317,C00138,New_Product_Page,Control,2025-07-23 10:48:46,0
EXP00318,C09073,New_Product_Page,Control,2025-07-03 08:50:53,0
EXP00319,C03286,New_Product_Page,Treatment,2025-09-14 21:22:37,0
EXP00320,C01023,New_Product_Page,Treatment,2025-10-07 03:29:44,0
EXP00321,C05014,New_Product_Page,Control,2025-09-18 05:51:17,0
EXP00322,C01082,New_Product_Page,Treatment,2025-08-09 04:47:01,0
EXP00323,C02746,New_Product_Page,Treatment,2025-10-16 11:42:19,0
EXP00324,C08686,New_Product_Page,Control,2025-07-27 17:44:12,0
EXP00325,C00202,New_Product_Page,Control,2025-10-30 02:21:22,0
EXP00326,C01565,New_Product_Page,Control,2025-07-20 02:55:01,0
EXP00327,C01818,New_Product_Page,Control,2025-08-16 13:07:33,1
EXP00328,C05688,New_Product_Page,Treatment,2025-08-12 16:09:56,0
EXP00329,C02827,New_Product_Page,Treatment,2025-09-03 23:47:52,0
EXP00330,C03628,New_Product_Page,Control,2025-07-29 19:56:14,1
EXP00331,C03138,New_Product_Page,Control,2025-10-18 04:53:53,0
EXP00332,C08850,New_Product_Page,Treatment,2025-09-29 19:16:12,0
EXP00333,C05403,New_Product_Page,Treatment,2025-07-02 16:55:37,0
EXP00334,C06735,New_Product_Page,Treatment,2025-07-24 10:00:31,0
EXP00335,C00888,New_Product_Page,Treatment,2025-10-20 12:34:46,0
EXP00336,C02242,New_Product_Page,Control,2025-07-03 02:05:36,0
EXP00337,C06230,New_Product_Page,Treatment,2025-09-20 17:21:38,0
EXP00338,C06861,New_Product_Page,Control,2025-07-01 15:04:11,0
EXP00339,C00989,New_Product_Page,Control,2025-07-24 03:05:28,0
EXP00340,C06151,New_Product_Page,Treatment,2025-09-16 07:02:53,0
EXP00341,C03761,New_Product_Page,Control,2025-10-21 22:53:38,0
EXP00342,C04395,New_Product_Page,Treatment,2025-09-05 09:41:38,0
EXP00343,C08967,New_Product_Page,Treatment,2025-08-26 12:52:57,0
EXP00344,C09922,New_Product_Page,Control,2025-09-12 09:25:25,1
EXP00345,C00868,New_Product_Page,Control,2025-07-28 17:07:53,0
EXP00346,C00466,New_Product_Page,Control,2025-10-20 00:52:58,0
EXP00347,C03677,New_Product_Page,Control,2025-09-13 12:17:51,0
EXP00348,C00577,New_Product_Page,Control,2025-07-04 08:30:02,1
EXP00349,C03871,New_Product_Page,Treatment,2025-09-02 06:02:45,0
EXP00350,C04182,New_Product_Page,Control,2025-08-13 15:35:22,0
EXP00351,C05034,New_Product_Page,Control,2025-10-24 11:55:43,1
EXP00352,C09926,New_Product_Page,Treatment,2025-09-23 01:55:29,0
EXP00353,C00523,New_Product_Page,Treatment,2025-09-03 08:39:06,0
EXP00354,C08193,New_Product_Page,Treatment,2025-09-27 12:30:01,0
EXP00355,C05352,New_Product_Page,Treatment,2025-07-03 08:38:05,0
EXP00356,C04469,New_Product_Page,Control,2025-09-09 16:23:52,0
EXP00357,C09385,New_Product_Page,Treatment,2025-07-07 17:44:48,1
EXP00358,C08780,New_Product_Page,Treatment,2025-09-19 07:18:12,0
EXP00359,C07700,New_Product_Page,Control,2025-08-26 08:03:45,0
EXP00360,C08980,New_Product_Page,Treatment,2025-09-24 19:37:55,0
EXP00361,C07621,New_Product_Page,Control,2025-09-23 00:44:44,1
EXP00362,C08061,New_Product_Page,Control,2025-07-01 16:14:50,0
EXP00363,C01942,New_Product_Page,Control,2025-10-10 04:16:26,1
EXP00364,C07402,New_Product_Page,Control,2025-08-05 07:03:14,0
EXP00365,C03152,New_Product_Page,Treatment,2025-07-26 22:54:28,0
EXP00366,C07494,New_Product_Page,Treatment,2025-08-13 00:08:22,0
EXP00367,C03492,New_Product_Page,Treatment,2025-07-26 17:55:33,0
EXP00368,C02634,New_Product_Page,Treatment,2025-10-03 16:48:19,0
EXP00369,C00241,New_Product_Page,Treatment,2025-09-24 11:56:12,0
EXP00370,C01550,New_Product_Page,Treatment,2025-10-09 23:06:01,0
EXP00371,C02617,New_Product_Page,Treatment,2025-09-13 02:16:12,0
EXP00372,C07539,New_Product_Page,Control,2025-09-05 18:18:34,0
EXP00373,C00565,New_Product_Page,Control,2025-09-07 10:10:28,0
EXP00374,C09076,New_Product_Page,Treatment,2025-07-31 13:43:05,0
EXP00375,C00384,New_Product_Page,Control,2025-07-18 22:21:29,1
EXP00376,C00499,New_Product_Page,Treatment,2025-09-25 05:09:16,0
